101
81
T [GeV]		muB [GeV]		betapi_over_T4 [fm^-4 / GeV^4]
0.194000		0.420000		345.555822
0.195000		0.420000		351.967395
0.196000		0.420000		358.457753
0.197000		0.420000		365.027033
0.198000		0.420000		371.675363
0.199000		0.420000		378.402856
0.200000		0.420000		385.209618
0.100000		0.430000		40.926174
0.101000		0.430000		41.969537
0.102000		0.430000		43.042062
0.103000		0.430000		44.144444
0.104000		0.430000		45.277383
0.105000		0.430000		46.441581
0.106000		0.430000		47.637739
0.107000		0.430000		48.866564
0.108000		0.430000		50.128763
0.109000		0.430000		51.425044
0.110000		0.430000		52.756117
0.111000		0.430000		54.122696
0.112000		0.430000		55.525494
0.113000		0.430000		56.965225
0.114000		0.430000		58.442606
0.115000		0.430000		59.958354
0.116000		0.430000		61.513187
0.117000		0.430000		63.107824
0.118000		0.430000		64.742985
0.119000		0.430000		66.419387
0.120000		0.430000		68.137752
0.121000		0.430000		69.898799
0.122000		0.430000		71.703246
0.123000		0.430000		73.551813
0.124000		0.430000		75.445218
0.125000		0.430000		77.384176
0.126000		0.430000		79.369404
0.127000		0.430000		81.401616
0.128000		0.430000		83.481523
0.129000		0.430000		85.609836
0.130000		0.430000		87.787263
0.131000		0.430000		90.014508
0.132000		0.430000		92.292275
0.133000		0.430000		94.621262
0.134000		0.430000		97.002166
0.135000		0.430000		99.435678
0.136000		0.430000		101.922487
0.137000		0.430000		104.463277
0.138000		0.430000		107.058727
0.139000		0.430000		109.709513
0.140000		0.430000		112.416305
0.141000		0.430000		115.179766
0.142000		0.430000		118.000555
0.143000		0.430000		120.879327
0.144000		0.430000		123.816729
0.145000		0.430000		126.813400
0.146000		0.430000		129.869976
0.147000		0.430000		132.987084
0.148000		0.430000		136.165344
0.149000		0.430000		139.405371
0.150000		0.430000		142.707768
0.151000		0.430000		146.073135
0.152000		0.430000		149.502062
0.153000		0.430000		152.995129
0.154000		0.430000		156.552912
0.155000		0.430000		160.175975
0.156000		0.430000		163.864874
0.157000		0.430000		167.620156
0.158000		0.430000		171.442360
0.159000		0.430000		175.332014
0.160000		0.430000		179.289639
0.161000		0.430000		183.315743
0.162000		0.430000		187.410827
0.163000		0.430000		191.575382
0.164000		0.430000		195.809887
0.165000		0.430000		200.114812
0.166000		0.430000		204.490618
0.167000		0.430000		208.937753
0.168000		0.430000		213.456656
0.169000		0.430000		218.047756
0.170000		0.430000		222.711470
0.171000		0.430000		227.448205
0.172000		0.430000		232.258357
0.173000		0.430000		237.142310
0.174000		0.430000		242.100439
0.175000		0.430000		247.133107
0.176000		0.430000		252.240665
0.177000		0.430000		257.423455
0.178000		0.430000		262.681804
0.179000		0.430000		268.016033
0.180000		0.430000		273.426447
0.181000		0.430000		278.913343
0.182000		0.430000		284.477005
0.183000		0.430000		290.117706
0.184000		0.430000		295.835708
0.185000		0.430000		301.631261
0.186000		0.430000		307.504606
0.187000		0.430000		313.455969
0.188000		0.430000		319.485569
0.189000		0.430000		325.593610
0.190000		0.430000		331.780287
0.191000		0.430000		338.045783
0.192000		0.430000		344.390270
0.193000		0.430000		350.813911
0.194000		0.430000		357.316853
0.195000		0.430000		363.899238
0.196000		0.430000		370.561192
0.197000		0.430000		377.302834
0.198000		0.430000		384.124270
0.199000		0.430000		391.025595
0.200000		0.430000		398.006896
0.100000		0.440000		42.183611
0.101000		0.440000		43.279808
0.102000		0.440000		44.406493
0.103000		0.440000		45.564374
0.104000		0.440000		46.754158
0.105000		0.440000		47.976558
0.106000		0.440000		49.232285
0.107000		0.440000		50.522055
0.108000		0.440000		51.846584
0.109000		0.440000		53.206589
0.110000		0.440000		54.602790
0.111000		0.440000		56.035908
0.112000		0.440000		57.506665
0.113000		0.440000		59.015783
0.114000		0.440000		60.563986
0.115000		0.440000		62.151999
0.116000		0.440000		63.780547
0.117000		0.440000		65.450356
0.118000		0.440000		67.162151
0.119000		0.440000		68.916658
0.120000		0.440000		70.714603
0.121000		0.440000		72.556710
0.122000		0.440000		74.443704
0.123000		0.440000		76.376308
0.124000		0.440000		78.355245
0.125000		0.440000		80.381235
0.126000		0.440000		82.454998
0.127000		0.440000		84.577250
0.128000		0.440000		86.748707
0.129000		0.440000		88.970081
0.130000		0.440000		91.242083
0.131000		0.440000		93.565418
0.132000		0.440000		95.940791
0.133000		0.440000		98.368902
0.134000		0.440000		100.850447
0.135000		0.440000		103.386117
0.136000		0.440000		105.976602
0.137000		0.440000		108.622583
0.138000		0.440000		111.324739
0.139000		0.440000		114.083743
0.140000		0.440000		116.900263
0.141000		0.440000		119.774960
0.142000		0.440000		122.708490
0.143000		0.440000		125.701503
0.144000		0.440000		128.754641
0.145000		0.440000		131.868541
0.146000		0.440000		135.043833
0.147000		0.440000		138.281137
0.148000		0.440000		141.581070
0.149000		0.440000		144.944237
0.150000		0.440000		148.371237
0.151000		0.440000		151.862662
0.152000		0.440000		155.419092
0.153000		0.440000		159.041103
0.154000		0.440000		162.729259
0.155000		0.440000		166.484116
0.156000		0.440000		170.306220
0.157000		0.440000		174.196110
0.158000		0.440000		178.154313
0.159000		0.440000		182.181347
0.160000		0.440000		186.277721
0.161000		0.440000		190.443932
0.162000		0.440000		194.680471
0.163000		0.440000		198.987813
0.164000		0.440000		203.366427
0.165000		0.440000		207.816770
0.166000		0.440000		212.339289
0.167000		0.440000		216.934418
0.168000		0.440000		221.602583
0.169000		0.440000		226.344198
0.170000		0.440000		231.159665
0.171000		0.440000		236.049377
0.172000		0.440000		241.013713
0.173000		0.440000		246.053044
0.174000		0.440000		251.167727
0.175000		0.440000		256.358109
0.176000		0.440000		261.624525
0.177000		0.440000		266.967300
0.178000		0.440000		272.386746
0.179000		0.440000		277.883163
0.180000		0.440000		283.456842
0.181000		0.440000		289.108061
0.182000		0.440000		294.837086
0.183000		0.440000		300.644173
0.184000		0.440000		306.529564
0.185000		0.440000		312.493493
0.186000		0.440000		318.536179
0.187000		0.440000		324.657833
0.188000		0.440000		330.858652
0.189000		0.440000		337.138822
0.190000		0.440000		343.498519
0.191000		0.440000		349.937906
0.192000		0.440000		356.457137
0.193000		0.440000		363.056353
0.194000		0.440000		369.735684
0.195000		0.440000		376.495250
0.196000		0.440000		383.335159
0.197000		0.440000		390.255508
0.198000		0.440000		397.256384
0.199000		0.440000		404.337863
0.200000		0.440000		411.500010
0.100000		0.450000		43.575274
0.101000		0.450000		44.728561
0.102000		0.450000		45.913721
0.103000		0.450000		47.131469
0.104000		0.450000		48.382524
0.105000		0.450000		49.667607
0.106000		0.450000		50.987440
0.107000		0.450000		52.342746
0.108000		0.450000		53.734251
0.109000		0.450000		55.162680
0.110000		0.450000		56.628760
0.111000		0.450000		58.133222
0.112000		0.450000		59.676793
0.113000		0.450000		61.260206
0.114000		0.450000		62.884189
0.115000		0.450000		64.549476
0.116000		0.450000		66.256797
0.117000		0.450000		68.006885
0.118000		0.450000		69.800470
0.119000		0.450000		71.638285
0.120000		0.450000		73.521060
0.121000		0.450000		75.449525
0.122000		0.450000		77.424408
0.123000		0.450000		79.446438
0.124000		0.450000		81.516339
0.125000		0.450000		83.634837
0.126000		0.450000		85.802654
0.127000		0.450000		88.020509
0.128000		0.450000		90.289119
0.129000		0.450000		92.609200
0.130000		0.450000		94.981461
0.131000		0.450000		97.406611
0.132000		0.450000		99.885353
0.133000		0.450000		102.418389
0.134000		0.450000		105.006413
0.135000		0.450000		107.650117
0.136000		0.450000		110.350188
0.137000		0.450000		113.107306
0.138000		0.450000		115.922147
0.139000		0.450000		118.795383
0.140000		0.450000		121.727676
0.141000		0.450000		124.719686
0.142000		0.450000		127.772065
0.143000		0.450000		130.885456
0.144000		0.450000		134.060498
0.145000		0.450000		137.297823
0.146000		0.450000		140.598052
0.147000		0.450000		143.961803
0.148000		0.450000		147.389682
0.149000		0.450000		150.882289
0.150000		0.450000		154.440216
0.151000		0.450000		158.064044
0.152000		0.450000		161.754348
0.153000		0.450000		165.511691
0.154000		0.450000		169.336631
0.155000		0.450000		173.229711
0.156000		0.450000		177.191470
0.157000		0.450000		181.222433
0.158000		0.450000		185.323117
0.159000		0.450000		189.494030
0.160000		0.450000		193.735667
0.161000		0.450000		198.048514
0.162000		0.450000		202.433047
0.163000		0.450000		206.889730
0.164000		0.450000		211.419019
0.165000		0.450000		216.021355
0.166000		0.450000		220.697171
0.167000		0.450000		225.446889
0.168000		0.450000		230.270918
0.169000		0.450000		235.169656
0.170000		0.450000		240.143492
0.171000		0.450000		245.192800
0.172000		0.450000		250.317946
0.173000		0.450000		255.519283
0.174000		0.450000		260.797151
0.175000		0.450000		266.151880
0.176000		0.450000		271.583789
0.177000		0.450000		277.093184
0.178000		0.450000		282.680359
0.179000		0.450000		288.345599
0.180000		0.450000		294.089173
0.181000		0.450000		299.911343
0.182000		0.450000		305.812355
0.183000		0.450000		311.792446
0.184000		0.450000		317.851841
0.185000		0.450000		323.990752
0.186000		0.450000		330.209381
0.187000		0.450000		336.507918
0.188000		0.450000		342.886541
0.189000		0.450000		349.345416
0.190000		0.450000		355.884699
0.191000		0.450000		362.504534
0.192000		0.450000		369.205053
0.193000		0.450000		375.986377
0.194000		0.450000		382.848616
0.195000		0.450000		389.791870
0.196000		0.450000		396.816226
0.197000		0.450000		403.921760
0.198000		0.450000		411.108539
0.199000		0.450000		418.376618
0.200000		0.450000		425.726041
0.100000		0.460000		45.115706
0.101000		0.460000		46.330658
0.102000		0.460000		47.578923
0.103000		0.460000		48.861228
0.104000		0.460000		50.178300
0.105000		0.460000		51.530869
0.106000		0.460000		52.919664
0.107000		0.460000		54.345417
0.108000		0.460000		55.808862
0.109000		0.460000		57.310733
0.110000		0.460000		58.851765
0.111000		0.460000		60.432693
0.112000		0.460000		62.054255
0.113000		0.460000		63.717187
0.114000		0.460000		65.422227
0.115000		0.460000		67.170113
0.116000		0.460000		68.961582
0.117000		0.460000		70.797372
0.118000		0.460000		72.678219
0.119000		0.460000		74.604859
0.120000		0.460000		76.578028
0.121000		0.460000		78.598460
0.122000		0.460000		80.666887
0.123000		0.460000		82.784041
0.124000		0.460000		84.950650
0.125000		0.460000		87.167441
0.126000		0.460000		89.435138
0.127000		0.460000		91.754464
0.128000		0.460000		94.126136
0.129000		0.460000		96.550870
0.130000		0.460000		99.029378
0.131000		0.460000		101.562368
0.132000		0.460000		104.150542
0.133000		0.460000		106.794601
0.134000		0.460000		109.495240
0.135000		0.460000		112.253146
0.136000		0.460000		115.069006
0.137000		0.460000		117.943497
0.138000		0.460000		120.877293
0.139000		0.460000		123.871059
0.140000		0.460000		126.925457
0.141000		0.460000		130.041141
0.142000		0.460000		133.218756
0.143000		0.460000		136.458942
0.144000		0.460000		139.762333
0.145000		0.460000		143.129551
0.146000		0.460000		146.561214
0.147000		0.460000		150.057929
0.148000		0.460000		153.620298
0.149000		0.460000		157.248911
0.150000		0.460000		160.944350
0.151000		0.460000		164.707189
0.152000		0.460000		168.537993
0.153000		0.460000		172.437315
0.154000		0.460000		176.405701
0.155000		0.460000		180.443686
0.156000		0.460000		184.551795
0.157000		0.460000		188.730543
0.158000		0.460000		192.980435
0.159000		0.460000		197.301965
0.160000		0.460000		201.695616
0.161000		0.460000		206.161862
0.162000		0.460000		210.701163
0.163000		0.460000		215.313971
0.164000		0.460000		220.000725
0.165000		0.460000		224.761854
0.166000		0.460000		229.597774
0.167000		0.460000		234.508892
0.168000		0.460000		239.495602
0.169000		0.460000		244.558285
0.170000		0.460000		249.697314
0.171000		0.460000		254.913046
0.172000		0.460000		260.205831
0.173000		0.460000		265.576002
0.174000		0.460000		271.023884
0.175000		0.460000		276.549789
0.176000		0.460000		282.154017
0.177000		0.460000		287.836855
0.178000		0.460000		293.598581
0.179000		0.460000		299.439458
0.180000		0.460000		305.359738
0.181000		0.460000		311.359663
0.182000		0.460000		317.439460
0.183000		0.460000		323.599346
0.184000		0.460000		329.839526
0.185000		0.460000		336.160192
0.186000		0.460000		342.561527
0.187000		0.460000		349.043699
0.188000		0.460000		355.606867
0.189000		0.460000		362.251176
0.190000		0.460000		368.976761
0.191000		0.460000		375.783745
0.192000		0.460000		382.672239
0.193000		0.460000		389.642345
0.194000		0.460000		396.694150
0.195000		0.460000		403.827733
0.196000		0.460000		411.043159
0.197000		0.460000		418.340486
0.198000		0.460000		425.719756
0.199000		0.460000		433.181005
0.200000		0.460000		440.724254
0.100000		0.470000		46.821073
0.101000		0.470000		48.102605
0.102000		0.470000		49.418949
0.103000		0.470000		50.770841
0.104000		0.470000		52.159015
0.105000		0.470000		53.584210
0.106000		0.470000		55.047163
0.107000		0.470000		56.548614
0.108000		0.470000		58.089304
0.109000		0.470000		59.669974
0.110000		0.470000		61.291365
0.111000		0.470000		62.954222
0.112000		0.470000		64.659285
0.113000		0.470000		66.407299
0.114000		0.470000		68.199008
0.115000		0.470000		70.035153
0.116000		0.470000		71.916478
0.117000		0.470000		73.843725
0.118000		0.470000		75.817636
0.119000		0.470000		77.838950
0.120000		0.470000		79.908407
0.121000		0.470000		82.026743
0.122000		0.470000		84.194696
0.123000		0.470000		86.412997
0.124000		0.470000		88.682380
0.125000		0.470000		91.003571
0.126000		0.470000		93.377297
0.127000		0.470000		95.804281
0.128000		0.470000		98.285241
0.129000		0.470000		100.820894
0.130000		0.470000		103.411950
0.131000		0.470000		106.059116
0.132000		0.470000		108.763096
0.133000		0.470000		111.524587
0.134000		0.470000		114.344280
0.135000		0.470000		117.222864
0.136000		0.470000		120.161018
0.137000		0.470000		123.159420
0.138000		0.470000		126.218736
0.139000		0.470000		129.339630
0.140000		0.470000		132.522757
0.141000		0.470000		135.768766
0.142000		0.470000		139.078296
0.143000		0.470000		142.451982
0.144000		0.470000		145.890448
0.145000		0.470000		149.394312
0.146000		0.470000		152.964183
0.147000		0.470000		156.600660
0.148000		0.470000		160.304336
0.149000		0.470000		164.075791
0.150000		0.470000		167.915599
0.151000		0.470000		171.824323
0.152000		0.470000		175.802517
0.153000		0.470000		179.850725
0.154000		0.470000		183.969480
0.155000		0.470000		188.159306
0.156000		0.470000		192.420715
0.157000		0.470000		196.754210
0.158000		0.470000		201.160282
0.159000		0.470000		205.639412
0.160000		0.470000		210.192070
0.161000		0.470000		214.818715
0.162000		0.470000		219.519792
0.163000		0.470000		224.295739
0.164000		0.470000		229.146980
0.165000		0.470000		234.073927
0.166000		0.470000		239.076981
0.167000		0.470000		244.156531
0.168000		0.470000		249.312955
0.169000		0.470000		254.546619
0.170000		0.470000		259.857876
0.171000		0.470000		265.247067
0.172000		0.470000		270.714522
0.173000		0.470000		276.260559
0.174000		0.470000		281.885483
0.175000		0.470000		287.589586
0.176000		0.470000		293.373151
0.177000		0.470000		299.236445
0.178000		0.470000		305.179726
0.179000		0.470000		311.203237
0.180000		0.470000		317.307213
0.181000		0.470000		323.491872
0.182000		0.470000		329.757424
0.183000		0.470000		336.104064
0.184000		0.470000		342.531977
0.185000		0.470000		349.041334
0.186000		0.470000		355.632297
0.187000		0.470000		362.305013
0.188000		0.470000		369.059619
0.189000		0.470000		375.896241
0.190000		0.470000		382.814990
0.191000		0.470000		389.815969
0.192000		0.470000		396.899268
0.193000		0.470000		404.064965
0.194000		0.470000		411.313127
0.195000		0.470000		418.643811
0.196000		0.470000		426.057061
0.197000		0.470000		433.552910
0.198000		0.470000		441.131382
0.199000		0.470000		448.792488
0.200000		0.470000		456.536229
0.100000		0.480000		48.709360
0.101000		0.480000		50.062749
0.102000		0.480000		51.452507
0.103000		0.480000		52.879377
0.104000		0.480000		54.344101
0.105000		0.480000		55.847425
0.106000		0.480000		57.390093
0.107000		0.480000		58.972852
0.108000		0.480000		60.596450
0.109000		0.480000		62.261634
0.110000		0.480000		63.969152
0.111000		0.480000		65.719753
0.112000		0.480000		67.514185
0.113000		0.480000		69.353198
0.114000		0.480000		71.237539
0.115000		0.480000		73.167956
0.116000		0.480000		75.145196
0.117000		0.480000		77.170006
0.118000		0.480000		79.243131
0.119000		0.480000		81.365313
0.120000		0.480000		83.537296
0.121000		0.480000		85.759819
0.122000		0.480000		88.033619
0.123000		0.480000		90.359433
0.124000		0.480000		92.737993
0.125000		0.480000		95.170029
0.126000		0.480000		97.656266
0.127000		0.480000		100.197429
0.128000		0.480000		102.794234
0.129000		0.480000		105.447398
0.130000		0.480000		108.157630
0.131000		0.480000		110.925636
0.132000		0.480000		113.752116
0.133000		0.480000		116.637765
0.134000		0.480000		119.583273
0.135000		0.480000		122.589323
0.136000		0.480000		125.656592
0.137000		0.480000		128.785750
0.138000		0.480000		131.977463
0.139000		0.480000		135.232386
0.140000		0.480000		138.551170
0.141000		0.480000		141.934455
0.142000		0.480000		145.382877
0.143000		0.480000		148.897060
0.144000		0.480000		152.477623
0.145000		0.480000		156.125174
0.146000		0.480000		159.840314
0.147000		0.480000		163.623633
0.148000		0.480000		167.475713
0.149000		0.480000		171.397125
0.150000		0.480000		175.388433
0.151000		0.480000		179.450188
0.152000		0.480000		183.582932
0.153000		0.480000		187.787198
0.154000		0.480000		192.063507
0.155000		0.480000		196.412368
0.156000		0.480000		200.834283
0.157000		0.480000		205.329739
0.158000		0.480000		209.899214
0.159000		0.480000		214.543175
0.160000		0.480000		219.262076
0.161000		0.480000		224.056361
0.162000		0.480000		228.926461
0.163000		0.480000		233.872796
0.164000		0.480000		238.895774
0.165000		0.480000		243.995791
0.166000		0.480000		249.173231
0.167000		0.480000		254.428466
0.168000		0.480000		259.761857
0.169000		0.480000		265.173749
0.170000		0.480000		270.664480
0.171000		0.480000		276.234371
0.172000		0.480000		281.883734
0.173000		0.480000		287.612867
0.174000		0.480000		293.422056
0.175000		0.480000		299.311574
0.176000		0.480000		305.281683
0.177000		0.480000		311.332631
0.178000		0.480000		317.464656
0.179000		0.480000		323.677980
0.180000		0.480000		329.972816
0.181000		0.480000		336.349364
0.182000		0.480000		342.807810
0.183000		0.480000		349.348329
0.184000		0.480000		355.971085
0.185000		0.480000		362.676228
0.186000		0.480000		369.463897
0.187000		0.480000		376.334218
0.188000		0.480000		383.287306
0.189000		0.480000		390.323263
0.190000		0.480000		397.442182
0.191000		0.480000		404.644141
0.192000		0.480000		411.929208
0.193000		0.480000		419.297439
0.194000		0.480000		426.748879
0.195000		0.480000		434.283562
0.196000		0.480000		441.901509
0.197000		0.480000		449.602733
0.198000		0.480000		457.387232
0.199000		0.480000		465.254995
0.200000		0.480000		473.206003
0.100000		0.490000		50.800583
0.101000		0.490000		52.231494
0.102000		0.490000		53.700387
0.103000		0.490000		55.208011
0.104000		0.490000		56.755117
0.105000		0.490000		58.342454
0.106000		0.490000		59.970776
0.107000		0.490000		61.640835
0.108000		0.490000		63.353383
0.109000		0.490000		65.109175
0.110000		0.490000		66.908964
0.111000		0.490000		68.753503
0.112000		0.490000		70.643546
0.113000		0.490000		72.579847
0.114000		0.490000		74.563156
0.115000		0.490000		76.594228
0.116000		0.490000		78.673811
0.117000		0.490000		80.802655
0.118000		0.490000		82.981509
0.119000		0.490000		85.211117
0.120000		0.490000		87.492225
0.121000		0.490000		89.825574
0.122000		0.490000		92.211904
0.123000		0.490000		94.651949
0.124000		0.490000		97.146444
0.125000		0.490000		99.696119
0.126000		0.490000		102.301698
0.127000		0.490000		104.963905
0.128000		0.490000		107.683456
0.129000		0.490000		110.461065
0.130000		0.490000		113.297440
0.131000		0.490000		116.193283
0.132000		0.490000		119.149292
0.133000		0.490000		122.166159
0.134000		0.490000		125.244568
0.135000		0.490000		128.385198
0.136000		0.490000		131.588723
0.137000		0.490000		134.855806
0.138000		0.490000		138.187106
0.139000		0.490000		141.583274
0.140000		0.490000		145.044952
0.141000		0.490000		148.572775
0.142000		0.490000		152.167368
0.143000		0.490000		155.829350
0.144000		0.490000		159.559328
0.145000		0.490000		163.357904
0.146000		0.490000		167.225666
0.147000		0.490000		171.163195
0.148000		0.490000		175.171063
0.149000		0.490000		179.249830
0.150000		0.490000		183.400047
0.151000		0.490000		187.622254
0.152000		0.490000		191.916981
0.153000		0.490000		196.284747
0.154000		0.490000		200.726059
0.155000		0.490000		205.241415
0.156000		0.490000		209.831299
0.157000		0.490000		214.496187
0.158000		0.490000		219.236540
0.159000		0.490000		224.052810
0.160000		0.490000		228.945435
0.161000		0.490000		233.914842
0.162000		0.490000		238.961447
0.163000		0.490000		244.085653
0.164000		0.490000		249.287850
0.165000		0.490000		254.568417
0.166000		0.490000		259.927720
0.167000		0.490000		265.366112
0.168000		0.490000		270.883936
0.169000		0.490000		276.481519
0.170000		0.490000		282.159178
0.171000		0.490000		287.917217
0.172000		0.490000		293.755926
0.173000		0.490000		299.675583
0.174000		0.490000		305.676456
0.175000		0.490000		311.758796
0.176000		0.490000		317.922844
0.177000		0.490000		324.168829
0.178000		0.490000		330.496965
0.179000		0.490000		336.907455
0.180000		0.490000		343.400490
0.181000		0.490000		349.976248
0.182000		0.490000		356.634893
0.183000		0.490000		363.376580
0.184000		0.490000		370.201447
0.185000		0.490000		377.109625
0.186000		0.490000		384.101229
0.187000		0.490000		391.176363
0.188000		0.490000		398.335120
0.189000		0.490000		405.577579
0.190000		0.490000		412.903809
0.191000		0.490000		420.313867
0.192000		0.490000		427.807796
0.193000		0.490000		435.385631
0.194000		0.490000		443.047392
0.195000		0.490000		450.793091
0.196000		0.490000		458.622727
0.197000		0.490000		466.536287
0.198000		0.490000		474.533748
0.199000		0.490000		482.615076
0.200000		0.490000		490.780227
0.100000		0.500000		53.117040
0.101000		0.500000		54.631548
0.102000		0.500000		56.185707
0.103000		0.500000		57.780270
0.104000		0.500000		59.415995
0.105000		0.500000		61.093638
0.106000		0.500000		62.813957
0.107000		0.500000		64.577709
0.108000		0.500000		66.385652
0.109000		0.500000		68.238546
0.110000		0.500000		70.137147
0.111000		0.500000		72.082214
0.112000		0.500000		74.074504
0.113000		0.500000		76.114774
0.114000		0.500000		78.203780
0.115000		0.500000		80.342276
0.116000		0.500000		82.531015
0.117000		0.500000		84.770749
0.118000		0.500000		87.062229
0.119000		0.500000		89.406201
0.120000		0.500000		91.803411
0.121000		0.500000		94.254601
0.122000		0.500000		96.760511
0.123000		0.500000		99.321876
0.124000		0.500000		101.939431
0.125000		0.500000		104.613903
0.126000		0.500000		107.346017
0.127000		0.500000		110.136492
0.128000		0.500000		112.986046
0.129000		0.500000		115.895387
0.130000		0.500000		118.865221
0.131000		0.500000		121.896247
0.132000		0.500000		124.989157
0.133000		0.500000		128.144640
0.134000		0.500000		131.363375
0.135000		0.500000		134.646035
0.136000		0.500000		137.993288
0.137000		0.500000		141.405791
0.138000		0.500000		144.884196
0.139000		0.500000		148.429145
0.140000		0.500000		152.041274
0.141000		0.500000		155.721208
0.142000		0.500000		159.469565
0.143000		0.500000		163.286953
0.144000		0.500000		167.173970
0.145000		0.500000		171.131207
0.146000		0.500000		175.159242
0.147000		0.500000		179.258644
0.148000		0.500000		183.429974
0.149000		0.500000		187.673779
0.150000		0.500000		191.990598
0.151000		0.500000		196.380958
0.152000		0.500000		200.845375
0.153000		0.500000		205.384353
0.154000		0.500000		209.998387
0.155000		0.500000		214.687959
0.156000		0.500000		219.453538
0.157000		0.500000		224.295583
0.158000		0.500000		229.214541
0.159000		0.500000		234.210846
0.160000		0.500000		239.284921
0.161000		0.500000		244.437174
0.162000		0.500000		249.668005
0.163000		0.500000		254.977798
0.164000		0.500000		260.366925
0.165000		0.500000		265.835747
0.166000		0.500000		271.384611
0.167000		0.500000		277.013851
0.168000		0.500000		282.723789
0.169000		0.500000		288.514734
0.170000		0.500000		294.386982
0.171000		0.500000		300.340817
0.172000		0.500000		306.376508
0.173000		0.500000		312.494314
0.174000		0.500000		318.694479
0.175000		0.500000		324.977235
0.176000		0.500000		331.342800
0.177000		0.500000		337.791382
0.178000		0.500000		344.323174
0.179000		0.500000		350.938355
0.180000		0.500000		357.637095
0.181000		0.500000		364.419549
0.182000		0.500000		371.285858
0.183000		0.500000		378.236155
0.184000		0.500000		385.270555
0.185000		0.500000		392.389166
0.186000		0.500000		399.592079
0.187000		0.500000		406.879377
0.188000		0.500000		414.251127
0.189000		0.500000		421.707386
0.190000		0.500000		429.248199
0.191000		0.500000		436.873599
0.192000		0.500000		444.583608
0.193000		0.500000		452.378234
0.194000		0.500000		460.257476
0.195000		0.500000		468.221320
0.196000		0.500000		476.269743
0.197000		0.500000		484.402707
0.198000		0.500000		492.620167
0.199000		0.500000		500.922064
0.200000		0.500000		509.308330
0.100000		0.510000		55.683583
0.101000		0.510000		57.288201
0.102000		0.510000		58.934190
0.103000		0.510000		60.622311
0.104000		0.510000		62.353326
0.105000		0.510000		64.127995
0.106000		0.510000		65.947081
0.107000		0.510000		67.811346
0.108000		0.510000		69.721553
0.109000		0.510000		71.678463
0.110000		0.510000		73.682838
0.111000		0.510000		75.735439
0.112000		0.510000		77.837026
0.113000		0.510000		79.988359
0.114000		0.510000		82.190197
0.115000		0.510000		84.443294
0.116000		0.510000		86.748407
0.117000		0.510000		89.106289
0.118000		0.510000		91.517690
0.119000		0.510000		93.983358
0.120000		0.510000		96.504039
0.121000		0.510000		99.080475
0.122000		0.510000		101.713404
0.123000		0.510000		104.403562
0.124000		0.510000		107.151681
0.125000		0.510000		109.958486
0.126000		0.510000		112.824700
0.127000		0.510000		115.751041
0.128000		0.510000		118.738221
0.129000		0.510000		121.786945
0.130000		0.510000		124.897915
0.131000		0.510000		128.071825
0.132000		0.510000		131.309364
0.133000		0.510000		134.611212
0.134000		0.510000		137.978044
0.135000		0.510000		141.410527
0.136000		0.510000		144.909319
0.137000		0.510000		148.475072
0.138000		0.510000		152.108430
0.139000		0.510000		155.810026
0.140000		0.510000		159.580486
0.141000		0.510000		163.420426
0.142000		0.510000		167.330455
0.143000		0.510000		171.311170
0.144000		0.510000		175.363158
0.145000		0.510000		179.486997
0.146000		0.510000		183.683256
0.147000		0.510000		187.952491
0.148000		0.510000		192.295249
0.149000		0.510000		196.712064
0.150000		0.510000		201.203462
0.151000		0.510000		205.769955
0.152000		0.510000		210.412045
0.153000		0.510000		215.130222
0.154000		0.510000		219.924964
0.155000		0.510000		224.796737
0.156000		0.510000		229.745995
0.157000		0.510000		234.773180
0.158000		0.510000		239.878721
0.159000		0.510000		245.063036
0.160000		0.510000		250.326529
0.161000		0.510000		255.669592
0.162000		0.510000		261.092604
0.163000		0.510000		266.595931
0.164000		0.510000		272.179926
0.165000		0.510000		277.844930
0.166000		0.510000		283.591271
0.167000		0.510000		289.419262
0.168000		0.510000		295.329206
0.169000		0.510000		301.321390
0.170000		0.510000		307.396089
0.171000		0.510000		313.553567
0.172000		0.510000		319.794070
0.173000		0.510000		326.117837
0.174000		0.510000		332.525088
0.175000		0.510000		339.016035
0.176000		0.510000		345.590872
0.177000		0.510000		352.249785
0.178000		0.510000		358.992944
0.179000		0.510000		365.820507
0.180000		0.510000		372.732618
0.181000		0.510000		379.729409
0.182000		0.510000		386.811001
0.183000		0.510000		393.977499
0.184000		0.510000		401.228999
0.185000		0.510000		408.565580
0.186000		0.510000		415.987314
0.187000		0.510000		423.494257
0.188000		0.510000		431.086454
0.189000		0.510000		438.763936
0.190000		0.510000		446.526726
0.191000		0.510000		454.374831
0.192000		0.510000		462.308249
0.193000		0.510000		470.326964
0.194000		0.510000		478.430952
0.195000		0.510000		486.620173
0.196000		0.510000		494.894580
0.197000		0.510000		503.254112
0.198000		0.510000		511.698697
0.199000		0.510000		520.228255
0.200000		0.510000		528.842692
0.100000		0.520000		58.527940
0.101000		0.520000		60.229642
0.102000		0.520000		61.974488
0.103000		0.520000		63.763244
0.104000		0.520000		65.596674
0.105000		0.520000		67.475545
0.106000		0.520000		69.400620
0.107000		0.520000		71.372667
0.108000		0.520000		73.392450
0.109000		0.520000		75.460735
0.110000		0.520000		77.578284
0.111000		0.520000		79.745863
0.112000		0.520000		81.964232
0.113000		0.520000		84.234153
