101
81
T [GeV]		muB [GeV]		betabulk_over_T4 [fm^-4 / GeV^4]
0.132000		0.430000		35.499105
0.133000		0.430000		36.453348
0.134000		0.430000		37.424599
0.135000		0.430000		38.412986
0.136000		0.430000		39.418629
0.137000		0.430000		40.441649
0.138000		0.430000		41.482161
0.139000		0.430000		42.540280
0.140000		0.430000		43.616114
0.141000		0.430000		44.709770
0.142000		0.430000		45.821350
0.143000		0.430000		46.950955
0.144000		0.430000		48.098679
0.145000		0.430000		49.264614
0.146000		0.430000		50.448849
0.147000		0.430000		51.651469
0.148000		0.430000		52.872552
0.149000		0.430000		54.112177
0.150000		0.430000		55.370414
0.151000		0.430000		56.647334
0.152000		0.430000		57.943000
0.153000		0.430000		59.257472
0.154000		0.430000		60.590807
0.155000		0.430000		61.943056
0.156000		0.430000		63.314267
0.157000		0.430000		64.704483
0.158000		0.430000		66.113744
0.159000		0.430000		67.542083
0.160000		0.430000		68.989533
0.161000		0.430000		70.456118
0.162000		0.430000		71.941861
0.163000		0.430000		73.446779
0.164000		0.430000		74.970884
0.165000		0.430000		76.514186
0.166000		0.430000		78.076690
0.167000		0.430000		79.658394
0.168000		0.430000		81.259294
0.169000		0.430000		82.879382
0.170000		0.430000		84.518645
0.171000		0.430000		86.177064
0.172000		0.430000		87.854619
0.173000		0.430000		89.551284
0.174000		0.430000		91.267027
0.175000		0.430000		93.001815
0.176000		0.430000		94.755608
0.177000		0.430000		96.528364
0.178000		0.430000		98.320036
0.179000		0.430000		100.130571
0.180000		0.430000		101.959916
0.181000		0.430000		103.808010
0.182000		0.430000		105.674790
0.183000		0.430000		107.560188
0.184000		0.430000		109.464134
0.185000		0.430000		111.386551
0.186000		0.430000		113.327361
0.187000		0.430000		115.286481
0.188000		0.430000		117.263823
0.189000		0.430000		119.259299
0.190000		0.430000		121.272812
0.191000		0.430000		123.304267
0.192000		0.430000		125.353561
0.193000		0.430000		127.420590
0.194000		0.430000		129.505245
0.195000		0.430000		131.607415
0.196000		0.430000		133.726985
0.197000		0.430000		135.863836
0.198000		0.430000		138.017848
0.199000		0.430000		140.188895
0.200000		0.430000		142.376850
0.100000		0.440000		13.590224
0.101000		0.440000		14.098754
0.102000		0.440000		14.620039
0.103000		0.440000		15.154217
0.104000		0.440000		15.701433
0.105000		0.440000		16.261829
0.106000		0.440000		16.835553
0.107000		0.440000		17.422754
0.108000		0.440000		18.023581
0.109000		0.440000		18.638186
0.110000		0.440000		19.266721
0.111000		0.440000		19.909341
0.112000		0.440000		20.566198
0.113000		0.440000		21.237449
0.114000		0.440000		21.923246
0.115000		0.440000		22.623747
0.116000		0.440000		23.339104
0.117000		0.440000		24.069473
0.118000		0.440000		24.815007
0.119000		0.440000		25.575859
0.120000		0.440000		26.352182
0.121000		0.440000		27.144126
0.122000		0.440000		27.951841
0.123000		0.440000		28.775475
0.124000		0.440000		29.615174
0.125000		0.440000		30.471084
0.126000		0.440000		31.343347
0.127000		0.440000		32.232104
0.128000		0.440000		33.137494
0.129000		0.440000		34.059653
0.130000		0.440000		34.998715
0.131000		0.440000		35.954812
0.132000		0.440000		36.928071
0.133000		0.440000		37.918618
0.134000		0.440000		38.926577
0.135000		0.440000		39.952068
0.136000		0.440000		40.995206
0.137000		0.440000		42.056106
0.138000		0.440000		43.134878
0.139000		0.440000		44.231628
0.140000		0.440000		45.346461
0.141000		0.440000		46.479476
0.142000		0.440000		47.630768
0.143000		0.440000		48.800432
0.144000		0.440000		49.988554
0.145000		0.440000		51.195221
0.146000		0.440000		52.420514
0.147000		0.440000		53.664508
0.148000		0.440000		54.927279
0.149000		0.440000		56.208893
0.150000		0.440000		57.509417
0.151000		0.440000		58.828912
0.152000		0.440000		60.167433
0.153000		0.440000		61.525033
0.154000		0.440000		62.901761
0.155000		0.440000		64.297660
0.156000		0.440000		65.712769
0.157000		0.440000		67.147125
0.158000		0.440000		68.600757
0.159000		0.440000		70.073693
0.160000		0.440000		71.565954
0.161000		0.440000		73.077559
0.162000		0.440000		74.608520
0.163000		0.440000		76.158846
0.164000		0.440000		77.728543
0.165000		0.440000		79.317611
0.166000		0.440000		80.926044
0.167000		0.440000		82.553835
0.168000		0.440000		84.200971
0.169000		0.440000		85.867433
0.170000		0.440000		87.553202
0.171000		0.440000		89.258250
0.172000		0.440000		90.982548
0.173000		0.440000		92.726060
0.174000		0.440000		94.488749
0.175000		0.440000		96.270570
0.176000		0.440000		98.071477
0.177000		0.440000		99.891419
0.178000		0.440000		101.730340
0.179000		0.440000		103.588179
0.180000		0.440000		105.464875
0.181000		0.440000		107.360358
0.182000		0.440000		109.274557
0.183000		0.440000		111.207398
0.184000		0.440000		113.158799
0.185000		0.440000		115.128678
0.186000		0.440000		117.116948
0.187000		0.440000		119.123518
0.188000		0.440000		121.148293
0.189000		0.440000		123.191175
0.190000		0.440000		125.252062
0.191000		0.440000		127.330850
0.192000		0.440000		129.427428
0.193000		0.440000		131.541686
0.194000		0.440000		133.673506
0.195000		0.440000		135.822771
0.196000		0.440000		137.989359
0.197000		0.440000		140.173143
0.198000		0.440000		142.373995
0.199000		0.440000		144.591784
0.200000		0.440000		146.826375
0.100000		0.450000		14.148473
0.101000		0.450000		14.680250
0.102000		0.450000		15.225294
0.103000		0.450000		15.783744
0.104000		0.450000		16.355741
0.105000		0.450000		16.941429
0.106000		0.450000		17.540953
0.107000		0.450000		18.154462
0.108000		0.450000		18.782103
0.109000		0.450000		19.424027
0.110000		0.450000		20.080384
0.111000		0.450000		20.751326
0.112000		0.450000		21.437004
0.113000		0.450000		22.137572
0.114000		0.450000		22.853181
0.115000		0.450000		23.583984
0.116000		0.450000		24.330132
0.117000		0.450000		25.091778
0.118000		0.450000		25.869070
0.119000		0.450000		26.662160
0.120000		0.450000		27.471195
0.121000		0.450000		28.296322
0.122000		0.450000		29.137688
0.123000		0.450000		29.995436
0.124000		0.450000		30.869709
0.125000		0.450000		31.760647
0.126000		0.450000		32.668388
0.127000		0.450000		33.593068
0.128000		0.450000		34.534821
0.129000		0.450000		35.493777
0.130000		0.450000		36.470066
0.131000		0.450000		37.463813
0.132000		0.450000		38.475141
0.133000		0.450000		39.504170
0.134000		0.450000		40.551017
0.135000		0.450000		41.615795
0.136000		0.450000		42.698614
0.137000		0.450000		43.799583
0.138000		0.450000		44.918803
0.139000		0.450000		46.056377
0.140000		0.450000		47.212399
0.141000		0.450000		48.386963
0.142000		0.450000		49.580157
0.143000		0.450000		50.792067
0.144000		0.450000		52.022775
0.145000		0.450000		53.272356
0.146000		0.450000		54.540885
0.147000		0.450000		55.828432
0.148000		0.450000		57.135060
0.149000		0.450000		58.460831
0.150000		0.450000		59.805802
0.151000		0.450000		61.170026
0.152000		0.450000		62.553550
0.153000		0.450000		63.956419
0.154000		0.450000		65.378672
0.155000		0.450000		66.820344
0.156000		0.450000		68.281468
0.157000		0.450000		69.762068
0.158000		0.450000		71.262168
0.159000		0.450000		72.781785
0.160000		0.450000		74.320933
0.161000		0.450000		75.879619
0.162000		0.450000		77.457850
0.163000		0.450000		79.055624
0.164000		0.450000		80.672938
0.165000		0.450000		82.309783
0.166000		0.450000		83.966145
0.167000		0.450000		85.642008
0.168000		0.450000		87.337349
0.169000		0.450000		89.052142
0.170000		0.450000		90.786356
0.171000		0.450000		92.539956
0.172000		0.450000		94.312904
0.173000		0.450000		96.105156
0.174000		0.450000		97.916664
0.175000		0.450000		99.747377
0.176000		0.450000		101.597238
0.177000		0.450000		103.466187
0.178000		0.450000		105.354161
0.179000		0.450000		107.261090
0.180000		0.450000		109.186903
0.181000		0.450000		111.131523
0.182000		0.450000		113.094871
0.183000		0.450000		115.076862
0.184000		0.450000		117.077408
0.185000		0.450000		119.096418
0.186000		0.450000		121.133797
0.187000		0.450000		123.189446
0.188000		0.450000		125.263261
0.189000		0.450000		127.355137
0.190000		0.450000		129.464965
0.191000		0.450000		131.592631
0.192000		0.450000		133.738018
0.193000		0.450000		135.901007
0.194000		0.450000		138.081475
0.195000		0.450000		140.279295
0.196000		0.450000		142.494338
0.197000		0.450000		144.726470
0.198000		0.450000		146.975558
0.199000		0.450000		149.241461
0.200000		0.450000		151.524039
0.100000		0.460000		14.766377
0.101000		0.460000		15.323287
0.102000		0.460000		15.893996
0.103000		0.460000		16.478641
0.104000		0.460000		17.077364
0.105000		0.460000		17.690306
0.106000		0.460000		18.317613
0.107000		0.460000		18.959429
0.108000		0.460000		19.615900
0.109000		0.460000		20.287176
0.110000		0.460000		20.973404
0.111000		0.460000		21.674734
0.112000		0.460000		22.391315
0.113000		0.460000		23.123296
0.114000		0.460000		23.870827
0.115000		0.460000		24.634057
0.116000		0.460000		25.413134
0.117000		0.460000		26.208206
0.118000		0.460000		27.019420
0.119000		0.460000		27.846921
0.120000		0.460000		28.690855
0.121000		0.460000		29.551362
0.122000		0.460000		30.428586
0.123000		0.460000		31.322664
0.124000		0.460000		32.233735
0.125000		0.460000		33.161934
0.126000		0.460000		34.107393
0.127000		0.460000		35.070243
0.128000		0.460000		36.050613
0.129000		0.460000		37.048626
0.130000		0.460000		38.064407
0.131000		0.460000		39.098074
0.132000		0.460000		40.149744
0.133000		0.460000		41.219531
0.134000		0.460000		42.307544
0.135000		0.460000		43.413891
0.136000		0.460000		44.538675
0.137000		0.460000		45.681995
0.138000		0.460000		46.843948
0.139000		0.460000		48.024627
0.140000		0.460000		49.224121
0.141000		0.460000		50.442514
0.142000		0.460000		51.679889
0.143000		0.460000		52.936321
0.144000		0.460000		54.211884
0.145000		0.460000		55.506647
0.146000		0.460000		56.820676
0.147000		0.460000		58.154030
0.148000		0.460000		59.506768
0.149000		0.460000		60.878940
0.150000		0.460000		62.270596
0.151000		0.460000		63.681778
0.152000		0.460000		65.112527
0.153000		0.460000		66.562876
0.154000		0.460000		68.032858
0.155000		0.460000		69.522498
0.156000		0.460000		71.031818
0.157000		0.460000		72.560836
0.158000		0.460000		74.109563
0.159000		0.460000		75.678010
0.160000		0.460000		77.266179
0.161000		0.460000		78.874070
0.162000		0.460000		80.501680
0.163000		0.460000		82.148997
0.164000		0.460000		83.816009
0.165000		0.460000		85.502697
0.166000		0.460000		87.209039
0.167000		0.460000		88.935009
0.168000		0.460000		90.680573
0.169000		0.460000		92.445698
0.170000		0.460000		94.230343
0.171000		0.460000		96.034465
0.172000		0.460000		97.858013
0.173000		0.460000		99.700937
0.174000		0.460000		101.563178
0.175000		0.460000		103.444677
0.176000		0.460000		105.345368
0.177000		0.460000		107.265181
0.178000		0.460000		109.204044
0.179000		0.460000		111.161880
0.180000		0.460000		113.138607
0.181000		0.460000		115.134141
0.182000		0.460000		117.148392
0.183000		0.460000		119.181268
0.184000		0.460000		121.232672
0.185000		0.460000		123.302505
0.186000		0.460000		125.390663
0.187000		0.460000		127.497038
0.188000		0.460000		129.621520
0.189000		0.460000		131.763995
0.190000		0.460000		133.924344
0.191000		0.460000		136.102447
0.192000		0.460000		138.298179
0.193000		0.460000		140.511413
0.194000		0.460000		142.742018
0.195000		0.460000		144.989860
0.196000		0.460000		147.254802
0.197000		0.460000		149.536705
0.198000		0.460000		151.835425
0.199000		0.460000		154.150816
0.200000		0.460000		156.482731
0.100000		0.470000		15.450277
0.101000		0.470000		16.034340
0.102000		0.470000		16.632753
0.103000		0.470000		17.245652
0.104000		0.470000		17.873178
0.105000		0.470000		18.515470
0.106000		0.470000		19.172671
0.107000		0.470000		19.844924
0.108000		0.470000		20.532373
0.109000		0.470000		21.235164
0.110000		0.470000		21.953442
0.111000		0.470000		22.687353
0.112000		0.470000		23.437045
0.113000		0.470000		24.202662
0.114000		0.470000		24.984351
0.115000		0.470000		25.782257
0.116000		0.470000		26.596524
0.117000		0.470000		27.427297
0.118000		0.470000		28.274717
0.119000		0.470000		29.138925
0.120000		0.470000		30.020062
0.121000		0.470000		30.918265
0.122000		0.470000		31.833670
0.123000		0.470000		32.766411
0.124000		0.470000		33.716620
0.125000		0.470000		34.684426
0.126000		0.470000		35.669957
0.127000		0.470000		36.673336
0.128000		0.470000		37.694687
0.129000		0.470000		38.734126
0.130000		0.470000		39.791771
0.131000		0.470000		40.867734
0.132000		0.470000		41.962125
0.133000		0.470000		43.075050
0.134000		0.470000		44.206611
0.135000		0.470000		45.356909
0.136000		0.470000		46.526038
0.137000		0.470000		47.714092
0.138000		0.470000		48.921158
0.139000		0.470000		50.147320
0.140000		0.470000		51.392661
0.141000		0.470000		52.657256
0.142000		0.470000		53.941178
0.143000		0.470000		55.244495
0.144000		0.470000		56.567273
0.145000		0.470000		57.909570
0.146000		0.470000		59.271445
0.147000		0.470000		60.652947
0.148000		0.470000		62.054125
0.149000		0.470000		63.475022
0.150000		0.470000		64.915676
0.151000		0.470000		66.376123
0.152000		0.470000		67.856391
0.153000		0.470000		69.356507
0.154000		0.470000		70.876491
0.155000		0.470000		72.416360
0.156000		0.470000		73.976127
0.157000		0.470000		75.555798
0.158000		0.470000		77.155377
0.159000		0.470000		78.774864
0.160000		0.470000		80.414251
0.161000		0.470000		82.073529
0.162000		0.470000		83.752683
0.163000		0.470000		85.451694
0.164000		0.470000		87.170538
0.165000		0.470000		88.909188
0.166000		0.470000		90.667611
0.167000		0.470000		92.445770
0.168000		0.470000		94.243625
0.169000		0.470000		96.061130
0.170000		0.470000		97.898234
0.171000		0.470000		99.754886
0.172000		0.470000		101.631026
0.173000		0.470000		103.526592
0.174000		0.470000		105.441518
0.175000		0.470000		107.375733
0.176000		0.470000		109.329163
0.177000		0.470000		111.301729
0.178000		0.470000		113.293349
0.179000		0.470000		115.303937
0.180000		0.470000		117.333402
0.181000		0.470000		119.381651
0.182000		0.470000		121.448584
0.183000		0.470000		123.534102
0.184000		0.470000		125.638098
0.185000		0.470000		127.760465
0.186000		0.470000		129.901089
0.187000		0.470000		132.059855
0.188000		0.470000		134.236644
0.189000		0.470000		136.431333
0.190000		0.470000		138.643797
0.191000		0.470000		140.873905
0.192000		0.470000		143.121527
0.193000		0.470000		145.386526
0.194000		0.470000		147.668764
0.195000		0.470000		149.968099
0.196000		0.470000		152.284388
0.197000		0.470000		154.617482
0.198000		0.470000		156.967231
0.199000		0.470000		159.333484
0.200000		0.470000		161.716083
0.100000		0.480000		16.207215
0.101000		0.480000		16.820592
0.102000		0.480000		17.448891
0.103000		0.480000		18.092245
0.104000		0.480000		18.750792
0.105000		0.480000		19.424669
0.106000		0.480000		20.114016
0.107000		0.480000		20.818975
0.108000		0.480000		21.539686
0.109000		0.480000		22.276291
0.110000		0.480000		23.028933
0.111000		0.480000		23.797756
0.112000		0.480000		24.582900
0.113000		0.480000		25.384509
0.114000		0.480000		26.202724
0.115000		0.480000		27.037686
0.116000		0.480000		27.889535
0.117000		0.480000		28.758410
0.118000		0.480000		29.644448
0.119000		0.480000		30.547786
0.120000		0.480000		31.468557
0.121000		0.480000		32.406894
0.122000		0.480000		33.362927
0.123000		0.480000		34.336784
0.124000		0.480000		35.328591
0.125000		0.480000		36.338471
0.126000		0.480000		37.366544
0.127000		0.480000		38.412928
0.128000		0.480000		39.477738
0.129000		0.480000		40.561085
0.130000		0.480000		41.663078
0.131000		0.480000		42.783823
0.132000		0.480000		43.923420
0.133000		0.480000		45.081970
0.134000		0.480000		46.259566
0.135000		0.480000		47.456300
0.136000		0.480000		48.672259
0.137000		0.480000		49.907527
0.138000		0.480000		51.162183
0.139000		0.480000		52.436305
0.140000		0.480000		53.729962
0.141000		0.480000		55.043224
0.142000		0.480000		56.376153
0.143000		0.480000		57.728809
0.144000		0.480000		59.101248
0.145000		0.480000		60.493519
0.146000		0.480000		61.905669
0.147000		0.480000		63.337741
0.148000		0.480000		64.789772
0.149000		0.480000		66.261796
0.150000		0.480000		67.753841
0.151000		0.480000		69.265933
0.152000		0.480000		70.798089
0.153000		0.480000		72.350328
0.154000		0.480000		73.922658
0.155000		0.480000		75.515087
0.156000		0.480000		77.127616
0.157000		0.480000		78.760243
0.158000		0.480000		80.412962
0.159000		0.480000		82.085759
0.160000		0.480000		83.778619
0.161000		0.480000		85.491522
0.162000		0.480000		87.224443
0.163000		0.480000		88.977352
0.164000		0.480000		90.750215
0.165000		0.480000		92.542995
0.166000		0.480000		94.355648
0.167000		0.480000		96.188127
0.168000		0.480000		98.040382
0.169000		0.480000		99.912356
0.170000		0.480000		101.803991
0.171000		0.480000		103.715222
0.172000		0.480000		105.645981
0.173000		0.480000		107.596197
0.174000		0.480000		109.565791
0.175000		0.480000		111.554686
0.176000		0.480000		113.562796
0.177000		0.480000		115.590032
0.178000		0.480000		117.636304
0.179000		0.480000		119.701515
0.180000		0.480000		121.785566
0.181000		0.480000		123.888353
0.182000		0.480000		126.009769
0.183000		0.480000		128.149704
0.184000		0.480000		130.308044
0.185000		0.480000		132.484670
0.186000		0.480000		134.679462
0.187000		0.480000		136.892296
0.188000		0.480000		139.123043
0.189000		0.480000		141.371573
0.190000		0.480000		143.637751
0.191000		0.480000		145.921440
0.192000		0.480000		148.222499
0.193000		0.480000		150.540786
0.194000		0.480000		152.876154
0.195000		0.480000		155.228454
0.196000		0.480000		157.597533
0.197000		0.480000		159.983238
0.198000		0.480000		162.385409
0.199000		0.480000		164.803889
0.200000		0.480000		167.238512
0.100000		0.490000		17.045008
0.101000		0.490000		17.690015
0.102000		0.490000		18.350532
0.103000		0.490000		19.026691
0.104000		0.490000		19.718625
0.105000		0.490000		20.426471
0.106000		0.490000		21.150365
0.107000		0.490000		21.890444
0.108000		0.490000		22.646847
0.109000		0.490000		23.419711
0.110000		0.490000		24.209176
0.111000		0.490000		25.015380
0.112000		0.490000		25.838461
0.113000		0.490000		26.678557
0.114000		0.490000		27.535805
0.115000		0.490000		28.410341
0.116000		0.490000		29.302299
0.117000		0.490000		30.211814
0.118000		0.490000		31.139017
0.119000		0.490000		32.084038
0.120000		0.490000		33.047005
0.121000		0.490000		34.028044
0.122000		0.490000		35.027280
0.123000		0.490000		36.044833
0.124000		0.490000		37.080822
0.125000		0.490000		38.135364
0.126000		0.490000		39.208571
0.127000		0.490000		40.300554
0.128000		0.490000		41.411420
0.129000		0.490000		42.541272
0.130000		0.490000		43.690213
0.131000		0.490000		44.858337
0.132000		0.490000		46.045740
0.133000		0.490000		47.252510
0.134000		0.490000		48.478735
0.135000		0.490000		49.724496
0.136000		0.490000		50.989873
0.137000		0.490000		52.274939
0.138000		0.490000		53.579765
0.139000		0.490000		54.904418
0.140000		0.490000		56.248959
0.141000		0.490000		57.613447
0.142000		0.490000		58.997936
0.143000		0.490000		60.402475
0.144000		0.490000		61.827109
0.145000		0.490000		63.271879
0.146000		0.490000		64.736822
0.147000		0.490000		66.221968
0.148000		0.490000		67.727346
0.149000		0.490000		69.252978
0.150000		0.490000		70.798883
0.151000		0.490000		72.365075
0.152000		0.490000		73.951562
0.153000		0.490000		75.558350
0.154000		0.490000		77.185439
0.155000		0.490000		78.832825
0.156000		0.490000		80.500499
0.157000		0.490000		82.188447
0.158000		0.490000		83.896652
0.159000		0.490000		85.625091
0.160000		0.490000		87.373737
0.161000		0.490000		89.142560
0.162000		0.490000		90.931522
0.163000		0.490000		92.740585
0.164000		0.490000		94.569703
0.165000		0.490000		96.418827
0.166000		0.490000		98.287905
0.167000		0.490000		100.176879
0.168000		0.490000		102.085686
0.169000		0.490000		104.014261
0.170000		0.490000		105.962534
0.171000		0.490000		107.930430
0.172000		0.490000		109.917872
0.173000		0.490000		111.924775
0.174000		0.490000		113.951055
0.175000		0.490000		115.996620
0.176000		0.490000		118.061377
0.177000		0.490000		120.145227
0.178000		0.490000		122.248069
0.179000		0.490000		124.369797
0.180000		0.490000		126.510301
0.181000		0.490000		128.669469
0.182000		0.490000		130.847184
0.183000		0.490000		133.043327
0.184000		0.490000		135.257773
0.185000		0.490000		137.490397
0.186000		0.490000		139.741069
0.187000		0.490000		142.009654
0.188000		0.490000		144.296017
0.189000		0.490000		146.600018
0.190000		0.490000		148.921514
0.191000		0.490000		151.260360
0.192000		0.490000		153.616407
0.193000		0.490000		155.989503
0.194000		0.490000		158.379495
0.195000		0.490000		160.786225
0.196000		0.490000		163.209534
0.197000		0.490000		165.649260
0.198000		0.490000		168.105237
0.199000		0.490000		170.577298
0.200000		0.490000		173.065274
0.100000		0.500000		17.972343
0.101000		0.500000		18.651456
0.102000		0.500000		19.346684
0.103000		0.500000		20.058157
0.104000		0.500000		20.786005
0.105000		0.500000		21.530361
0.106000		0.500000		22.291356
0.107000		0.500000		23.069126
0.108000		0.500000		23.863804
0.109000		0.500000		24.675523
0.110000		0.500000		25.504419
0.111000		0.500000		26.350625
0.112000		0.500000		27.214275
0.113000		0.500000		28.095501
0.114000		0.500000		28.994434
0.115000		0.500000		29.911205
0.116000		0.500000		30.845943
0.117000		0.500000		31.798775
0.118000		0.500000		32.769827
0.119000		0.500000		33.759223
0.120000		0.500000		34.767083
0.121000		0.500000		35.793528
0.122000		0.500000		36.838673
0.123000		0.500000		37.902632
0.124000		0.500000		38.985518
0.125000		0.500000		40.087437
0.126000		0.500000		41.208496
0.127000		0.500000		42.348797
0.128000		0.500000		43.508437
0.129000		0.500000		44.687514
0.130000		0.500000		45.886117
0.131000		0.500000		47.104336
0.132000		0.500000		48.342255
0.133000		0.500000		49.599955
0.134000		0.500000		50.877513
0.135000		0.500000		52.175001
0.136000		0.500000		53.492488
0.137000		0.500000		54.830039
0.138000		0.500000		56.187715
0.139000		0.500000		57.565572
0.140000		0.500000		58.963661
0.141000		0.500000		60.382031
0.142000		0.500000		61.820725
0.143000		0.500000		63.279782
0.144000		0.500000		64.759236
0.145000		0.500000		66.259118
0.146000		0.500000		67.779452
0.147000		0.500000		69.320260
0.148000		0.500000		70.881558
0.149000		0.500000		72.463359
0.150000		0.500000		74.065668
0.151000		0.500000		75.688490
0.152000		0.500000		77.331822
0.153000		0.500000		78.995658
0.154000		0.500000		80.679986
0.155000		0.500000		82.384792
0.156000		0.500000		84.110055
0.157000		0.500000		85.855750
0.158000		0.500000		87.621849
0.159000		0.500000		89.408317
0.160000		0.500000		91.215117
0.161000		0.500000		93.042205
0.162000		0.500000		94.889536
0.163000		0.500000		96.757056
0.164000		0.500000		98.644712
0.165000		0.500000		100.552442
0.166000		0.500000		102.480183
0.167000		0.500000		104.427865
0.168000		0.500000		106.395416
0.169000		0.500000		108.382759
0.170000		0.500000		110.389813
0.171000		0.500000		112.416492
0.172000		0.500000		114.462709
0.173000		0.500000		116.528369
0.174000		0.500000		118.613377
0.175000		0.500000		120.717630
0.176000		0.500000		122.841024
0.177000		0.500000		124.983452
0.178000		0.500000		127.144801
0.179000		0.500000		129.324956
0.180000		0.500000		131.523797
0.181000		0.500000		133.741202
0.182000		0.500000		135.977045
0.183000		0.500000		138.231196
0.184000		0.500000		140.503523
0.185000		0.500000		142.793889
0.186000		0.500000		145.102156
0.187000		0.500000		147.428181
0.188000		0.500000		149.771819
0.189000		0.500000		152.132922
0.190000		0.500000		154.511338
0.191000		0.500000		156.906914
0.192000		0.500000		159.319491
0.193000		0.500000		161.748912
0.194000		0.500000		164.195014
0.195000		0.500000		166.657631
0.196000		0.500000		169.136597
0.197000		0.500000		171.631741
0.198000		0.500000		174.142892
0.199000		0.500000		176.669875
0.200000		0.500000		179.212513
0.100000		0.510000		18.998875
0.101000		0.510000		19.714741
0.102000		0.510000		20.447344
0.103000		0.510000		21.196808
0.104000		0.510000		21.963263
0.105000		0.510000		22.746834
0.106000		0.510000		23.547652
0.107000		0.510000		24.365844
0.108000		0.510000		25.201542
0.109000		0.510000		26.054873
0.110000		0.510000		26.925968
0.111000		0.510000		27.814954
0.112000		0.510000		28.721959
0.113000		0.510000		29.647110
0.114000		0.510000		30.590533
0.115000		0.510000		31.552351
0.116000		0.510000		32.532687
0.117000		0.510000		33.531661
0.118000		0.510000		34.549393
0.119000		0.510000		35.585998
0.120000		0.510000		36.641590
0.121000		0.510000		37.716282
0.122000		0.510000		38.810181
0.123000		0.510000		39.923393
0.124000		0.510000		41.056022
0.125000		0.510000		42.208167
0.126000		0.510000		43.379924
0.127000		0.510000		44.571387
0.128000		0.510000		45.782646
0.129000		0.510000		47.013786
0.130000		0.510000		48.264890
0.131000		0.510000		49.536037
0.132000		0.510000		50.827300
0.133000		0.510000		52.138752
0.134000		0.510000		53.470458
0.135000		0.510000		54.822481
0.136000		0.510000		56.194880
0.137000		0.510000		57.587708
0.138000		0.510000		59.001017
0.139000		0.510000		60.434850
0.140000		0.510000		61.889250
0.141000		0.510000		63.364252
0.142000		0.510000		64.859890
0.143000		0.510000		66.376191
0.144000		0.510000		67.913178
0.145000		0.510000		69.470870
0.146000		0.510000		71.049280
0.147000		0.510000		72.648419
0.148000		0.510000		74.268291
0.149000		0.510000		75.908896
0.150000		0.510000		77.570230
0.151000		0.510000		79.252284
0.152000		0.510000		80.955044
0.153000		0.510000		82.678492
0.154000		0.510000		84.422606
0.155000		0.510000		86.187358
0.156000		0.510000		87.972716
0.157000		0.510000		89.778643
0.158000		0.510000		91.605099
0.159000		0.510000		93.452038
0.160000		0.510000		95.319411
0.161000		0.510000		97.207162
0.162000		0.510000		99.115234
0.163000		0.510000		101.043563
0.164000		0.510000		102.992082
0.165000		0.510000		104.960719
0.166000		0.510000		106.949399
0.167000		0.510000		108.958041
0.168000		0.510000		110.986561
0.169000		0.510000		113.034872
0.170000		0.510000		115.102880
0.171000		0.510000		117.190490
0.172000		0.510000		119.297602
0.173000		0.510000		121.424112
0.174000		0.510000		123.569911
0.175000		0.510000		125.734890
0.176000		0.510000		127.918931
0.177000		0.510000		130.121917
0.178000		0.510000		132.343726
0.179000		0.510000		134.584231
0.180000		0.510000		136.843303
0.181000		0.510000		139.120810
0.182000		0.510000		141.416616
0.183000		0.510000		143.730582
0.184000		0.510000		146.062565
0.185000		0.510000		148.412420
0.186000		0.510000		150.779998
0.187000		0.510000		153.165149
0.188000		0.510000		155.567718
0.189000		0.510000		157.987548
0.190000		0.510000		160.424478
0.191000		0.510000		162.878347
0.192000		0.510000		165.348990
0.193000		0.510000		167.836237
0.194000		0.510000		170.339920
0.195000		0.510000		172.859865
0.196000		0.510000		175.395898
0.197000		0.510000		177.947841
0.198000		0.510000		180.515514
0.199000		0.510000		183.098736
0.200000		0.510000		185.697323
0.100000		0.520000		20.135344
0.101000		0.520000		20.890791
0.102000		0.520000		21.663610
0.103000		0.520000		22.453922
0.104000		0.520000		23.261851
0.105000		0.520000		24.087520
0.106000		0.520000		24.931052
0.107000		0.520000		25.792572
0.108000		0.520000		26.672204
0.109000		0.520000		27.570071
0.110000		0.520000		28.486298
0.111000		0.520000		29.421005
0.112000		0.520000		30.374316
0.113000		0.520000		31.346349
0.114000		0.520000		32.337224
0.115000		0.520000		33.347057
0.116000		0.520000		34.375964
0.117000		0.520000		35.424058
0.118000		0.520000		36.491450
0.119000		0.520000		37.578247
0.120000		0.520000		38.684556
0.121000		0.520000		39.810480
0.122000		0.520000		40.956119
0.123000		0.520000		42.121570
0.124000		0.520000		43.306926
0.125000		0.520000		44.512278
0.126000		0.520000		45.737713
0.127000		0.520000		46.983314
0.128000		0.520000		48.249162
0.129000		0.520000		49.535332
0.130000		0.520000		50.841897
0.131000		0.520000		52.168924
0.132000		0.520000		53.516477
0.133000		0.520000		54.884618
0.134000		0.520000		56.273401
0.135000		0.520000		57.682879
0.136000		0.520000		59.113098
0.137000		0.520000		60.564101
0.138000		0.520000		62.035927
0.139000		0.520000		63.528611
0.140000		0.520000		65.042181
0.141000		0.520000		66.576662
0.142000		0.520000		68.132075
0.143000		0.520000		69.708436
0.144000		0.520000		71.305756
0.145000		0.520000		72.924042
0.146000		0.520000		74.563295
0.147000		0.520000		76.223514
0.148000		0.520000		77.904690
0.149000		0.520000		79.606811
0.150000		0.520000		81.329861
0.151000		0.520000		83.073820
0.152000		0.520000		84.838659
