T [fm^-1]		muB [fm^-1]		betaV_dfce [fm^-3]
0.696364		1.401212		0.003880
0.698788		1.401212		0.004005
0.701212		1.401212		0.004134
0.703636		1.401212		0.004266
0.706061		1.401212		0.004402
0.708485		1.401212		0.004542
0.710909		1.401212		0.004686
0.713333		1.401212		0.004833
0.715758		1.401212		0.004985
0.718182		1.401212		0.005140
0.720606		1.401212		0.005300
0.723030		1.401212		0.005464
0.725455		1.401212		0.005633
0.727879		1.401212		0.005805
0.730303		1.401212		0.005983
0.732727		1.401212		0.006165
0.735152		1.401212		0.006352
0.737576		1.401212		0.006543
0.740000		1.401212		0.006740
0.742424		1.401212		0.006941
0.744848		1.401212		0.007148
0.747273		1.401212		0.007360
0.749697		1.401212		0.007578
0.752121		1.401212		0.007801
0.754545		1.401212		0.008029
0.756970		1.401212		0.008263
0.759394		1.401212		0.008504
0.761818		1.401212		0.008750
0.764242		1.401212		0.009002
0.766667		1.401212		0.009260
0.769091		1.401212		0.009525
0.771515		1.401212		0.009796
0.773939		1.401212		0.010074
0.776364		1.401212		0.010359
0.778788		1.401212		0.010650
0.781212		1.401212		0.010949
0.783636		1.401212		0.011254
0.786061		1.401212		0.011567
0.788485		1.401212		0.011887
0.790909		1.401212		0.012215
0.793333		1.401212		0.012551
0.795758		1.401212		0.012894
0.798182		1.401212		0.013246
0.800606		1.401212		0.013605
0.803030		1.401212		0.013973
0.805455		1.401212		0.014349
0.807879		1.401212		0.014734
0.810303		1.401212		0.015128
0.812727		1.401212		0.015531
0.815152		1.401212		0.015943
0.817576		1.401212		0.016364
0.820000		1.401212		0.016795
0.580000		1.428687		0.000728
0.582424		1.428687		0.000758
0.584848		1.428687		0.000789
0.587273		1.428687		0.000820
0.589697		1.428687		0.000853
0.592121		1.428687		0.000887
0.594545		1.428687		0.000922
0.596970		1.428687		0.000959
0.599394		1.428687		0.000996
0.601818		1.428687		0.001035
0.604242		1.428687		0.001075
0.606667		1.428687		0.001117
0.609091		1.428687		0.001159
0.611515		1.428687		0.001204
0.613939		1.428687		0.001249
0.616364		1.428687		0.001296
0.618788		1.428687		0.001345
0.621212		1.428687		0.001395
0.623636		1.428687		0.001447
0.626061		1.428687		0.001501
0.628485		1.428687		0.001556
0.630909		1.428687		0.001613
0.633333		1.428687		0.001672
0.635758		1.428687		0.001733
0.638182		1.428687		0.001795
0.640606		1.428687		0.001860
0.643030		1.428687		0.001927
0.645455		1.428687		0.001995
0.647879		1.428687		0.002066
0.650303		1.428687		0.002139
0.652727		1.428687		0.002214
0.655152		1.428687		0.002291
0.657576		1.428687		0.002371
0.660000		1.428687		0.002453
0.662424		1.428687		0.002537
0.664848		1.428687		0.002624
0.667273		1.428687		0.002714
0.669697		1.428687		0.002806
0.672121		1.428687		0.002901
0.674545		1.428687		0.002999
0.676970		1.428687		0.003099
0.679394		1.428687		0.003202
0.681818		1.428687		0.003309
0.684242		1.428687		0.003418
0.686667		1.428687		0.003531
0.689091		1.428687		0.003646
0.691515		1.428687		0.003765
0.693939		1.428687		0.003887
0.696364		1.428687		0.004013
0.698788		1.428687		0.004142
0.701212		1.428687		0.004275
0.703636		1.428687		0.004411
0.706061		1.428687		0.004551
0.708485		1.428687		0.004695
0.710909		1.428687		0.004843
0.713333		1.428687		0.004995
0.715758		1.428687		0.005151
0.718182		1.428687		0.005311
0.720606		1.428687		0.005475
0.723030		1.428687		0.005644
0.725455		1.428687		0.005817
0.727879		1.428687		0.005995
0.730303		1.428687		0.006177
0.732727		1.428687		0.006364
0.735152		1.428687		0.006556
0.737576		1.428687		0.006753
0.740000		1.428687		0.006955
0.742424		1.428687		0.007162
0.744848		1.428687		0.007375
0.747273		1.428687		0.007593
0.749697		1.428687		0.007816
0.752121		1.428687		0.008045
0.754545		1.428687		0.008280
0.756970		1.428687		0.008520
0.759394		1.428687		0.008767
0.761818		1.428687		0.009019
0.764242		1.428687		0.009278
0.766667		1.428687		0.009544
0.769091		1.428687		0.009815
0.771515		1.428687		0.010094
0.773939		1.428687		0.010379
0.776364		1.428687		0.010671
0.778788		1.428687		0.010969
0.781212		1.428687		0.011276
0.783636		1.428687		0.011589
0.786061		1.428687		0.011910
0.788485		1.428687		0.012238
0.790909		1.428687		0.012574
0.793333		1.428687		0.012918
0.795758		1.428687		0.013270
0.798182		1.428687		0.013630
0.800606		1.428687		0.013999
0.803030		1.428687		0.014376
0.805455		1.428687		0.014761
0.807879		1.428687		0.015156
0.810303		1.428687		0.015559
0.812727		1.428687		0.015972
0.815152		1.428687		0.016393
0.817576		1.428687		0.016825
0.820000		1.428687		0.017266
0.580000		1.456162		0.000760
0.582424		1.456162		0.000790
0.584848		1.456162		0.000822
0.587273		1.456162		0.000855
0.589697		1.456162		0.000889
0.592121		1.456162		0.000924
0.594545		1.456162		0.000961
0.596970		1.456162		0.000998
0.599394		1.456162		0.001037
0.601818		1.456162		0.001077
0.604242		1.456162		0.001119
0.606667		1.456162		0.001162
0.609091		1.456162		0.001206
0.611515		1.456162		0.001252
0.613939		1.456162		0.001299
0.616364		1.456162		0.001348
0.618788		1.456162		0.001398
0.621212		1.456162		0.001451
0.623636		1.456162		0.001504
0.626061		1.456162		0.001560
0.628485		1.456162		0.001617
0.630909		1.456162		0.001676
0.633333		1.456162		0.001737
0.635758		1.456162		0.001799
0.638182		1.456162		0.001864
0.640606		1.456162		0.001931
0.643030		1.456162		0.002000
0.645455		1.456162		0.002070
0.647879		1.456162		0.002143
0.650303		1.456162		0.002219
0.652727		1.456162		0.002296
0.655152		1.456162		0.002376
0.657576		1.456162		0.002458
0.660000		1.456162		0.002543
0.662424		1.456162		0.002630
0.664848		1.456162		0.002720
0.667273		1.456162		0.002812
0.669697		1.456162		0.002908
0.672121		1.456162		0.003005
0.674545		1.456162		0.003106
0.676970		1.456162		0.003210
0.679394		1.456162		0.003316
0.681818		1.456162		0.003426
0.684242		1.456162		0.003539
0.686667		1.456162		0.003655
0.689091		1.456162		0.003774
0.691515		1.456162		0.003896
0.693939		1.456162		0.004022
0.696364		1.456162		0.004152
0.698788		1.456162		0.004285
0.701212		1.456162		0.004421
0.703636		1.456162		0.004562
0.706061		1.456162		0.004706
0.708485		1.456162		0.004854
0.710909		1.456162		0.005006
0.713333		1.456162		0.005163
0.715758		1.456162		0.005323
0.718182		1.456162		0.005488
0.720606		1.456162		0.005657
0.723030		1.456162		0.005830
0.725455		1.456162		0.006008
0.727879		1.456162		0.006191
0.730303		1.456162		0.006379
0.732727		1.456162		0.006571
0.735152		1.456162		0.006768
0.737576		1.456162		0.006971
0.740000		1.456162		0.007178
0.742424		1.456162		0.007391
0.744848		1.456162		0.007610
0.747273		1.456162		0.007834
0.749697		1.456162		0.008063
0.752121		1.456162		0.008298
0.754545		1.456162		0.008539
0.756970		1.456162		0.008786
0.759394		1.456162		0.009039
0.761818		1.456162		0.009299
0.764242		1.456162		0.009565
0.766667		1.456162		0.009837
0.769091		1.456162		0.010116
0.771515		1.456162		0.010401
0.773939		1.456162		0.010694
0.776364		1.456162		0.010993
0.778788		1.456162		0.011300
0.781212		1.456162		0.011614
0.783636		1.456162		0.011935
0.786061		1.456162		0.012264
0.788485		1.456162		0.012601
0.790909		1.456162		0.012946
0.793333		1.456162		0.013298
0.795758		1.456162		0.013659
0.798182		1.456162		0.014028
0.800606		1.456162		0.014406
0.803030		1.456162		0.014792
0.805455		1.456162		0.015187
0.807879		1.456162		0.015591
0.810303		1.456162		0.016005
0.812727		1.456162		0.016427
0.815152		1.456162		0.016859
0.817576		1.456162		0.017301
0.820000		1.456162		0.017753
0.580000		1.483636		0.000792
0.582424		1.483636		0.000824
0.584848		1.483636		0.000857
0.587273		1.483636		0.000891
0.589697		1.483636		0.000926
0.592121		1.483636		0.000963
0.594545		1.483636		0.001000
0.596970		1.483636		0.001039
0.599394		1.483636		0.001080
0.601818		1.483636		0.001121
0.604242		1.483636		0.001164
0.606667		1.483636		0.001209
0.609091		1.483636		0.001255
0.611515		1.483636		0.001302
0.613939		1.483636		0.001351
0.616364		1.483636		0.001402
0.618788		1.483636		0.001454
0.621212		1.483636		0.001508
0.623636		1.483636		0.001563
0.626061		1.483636		0.001621
0.628485		1.483636		0.001680
0.630909		1.483636		0.001741
0.633333		1.483636		0.001804
0.635758		1.483636		0.001869
0.638182		1.483636		0.001936
0.640606		1.483636		0.002004
0.643030		1.483636		0.002076
0.645455		1.483636		0.002149
0.647879		1.483636		0.002224
0.650303		1.483636		0.002302
0.652727		1.483636		0.002382
0.655152		1.483636		0.002464
0.657576		1.483636		0.002549
0.660000		1.483636		0.002637
0.662424		1.483636		0.002727
0.664848		1.483636		0.002819
0.667273		1.483636		0.002915
0.669697		1.483636		0.003013
0.672121		1.483636		0.003114
0.674545		1.483636		0.003218
0.676970		1.483636		0.003325
0.679394		1.483636		0.003435
0.681818		1.483636		0.003548
0.684242		1.483636		0.003664
0.686667		1.483636		0.003783
0.689091		1.483636		0.003906
0.691515		1.483636		0.004032
0.693939		1.483636		0.004162
0.696364		1.483636		0.004296
0.698788		1.483636		0.004433
0.701212		1.483636		0.004573
0.703636		1.483636		0.004718
0.706061		1.483636		0.004867
0.708485		1.483636		0.005019
0.710909		1.483636		0.005176
0.713333		1.483636		0.005337
0.715758		1.483636		0.005502
0.718182		1.483636		0.005671
0.720606		1.483636		0.005845
0.723030		1.483636		0.006024
0.725455		1.483636		0.006207
0.727879		1.483636		0.006395
0.730303		1.483636		0.006588
0.732727		1.483636		0.006786
0.735152		1.483636		0.006988
0.737576		1.483636		0.007197
0.740000		1.483636		0.007410
0.742424		1.483636		0.007629
0.744848		1.483636		0.007853
0.747273		1.483636		0.008083
0.749697		1.483636		0.008319
0.752121		1.483636		0.008561
0.754545		1.483636		0.008808
0.756970		1.483636		0.009062
0.759394		1.483636		0.009322
0.761818		1.483636		0.009588
0.764242		1.483636		0.009861
0.766667		1.483636		0.010141
0.769091		1.483636		0.010427
0.771515		1.483636		0.010720
0.773939		1.483636		0.011020
0.776364		1.483636		0.011328
0.778788		1.483636		0.011642
0.781212		1.483636		0.011964
0.783636		1.483636		0.012294
0.786061		1.483636		0.012632
0.788485		1.483636		0.012977
0.790909		1.483636		0.013330
0.793333		1.483636		0.013692
0.795758		1.483636		0.014062
0.798182		1.483636		0.014440
0.800606		1.483636		0.014827
0.803030		1.483636		0.015223
0.805455		1.483636		0.015628
0.807879		1.483636		0.016042
0.810303		1.483636		0.016466
0.812727		1.483636		0.016899
0.815152		1.483636		0.017341
0.817576		1.483636		0.017794
0.820000		1.483636		0.018256
0.580000		1.511111		0.000826
0.582424		1.511111		0.000859
0.584848		1.511111		0.000893
0.587273		1.511111		0.000928
0.589697		1.511111		0.000965
0.592121		1.511111		0.001003
0.594545		1.511111		0.001042
0.596970		1.511111		0.001082
0.599394		1.511111		0.001124
0.601818		1.511111		0.001167
0.604242		1.511111		0.001212
0.606667		1.511111		0.001258
0.609091		1.511111		0.001306
0.611515		1.511111		0.001355
0.613939		1.511111		0.001405
0.616364		1.511111		0.001458
0.618788		1.511111		0.001512
0.621212		1.511111		0.001567
0.623636		1.511111		0.001625
0.626061		1.511111		0.001684
0.628485		1.511111		0.001745
0.630909		1.511111		0.001809
0.633333		1.511111		0.001874
0.635758		1.511111		0.001941
0.638182		1.511111		0.002010
0.640606		1.511111		0.002081
0.643030		1.511111		0.002155
0.645455		1.511111		0.002230
0.647879		1.511111		0.002308
0.650303		1.511111		0.002388
0.652727		1.511111		0.002471
0.655152		1.511111		0.002556
0.657576		1.511111		0.002644
0.660000		1.511111		0.002734
0.662424		1.511111		0.002827
0.664848		1.511111		0.002923
0.667273		1.511111		0.003021
0.669697		1.511111		0.003123
0.672121		1.511111		0.003227
0.674545		1.511111		0.003334
0.676970		1.511111		0.003444
0.679394		1.511111		0.003557
0.681818		1.511111		0.003674
0.684242		1.511111		0.003794
0.686667		1.511111		0.003917
0.689091		1.511111		0.004044
0.691515		1.511111		0.004174
0.693939		1.511111		0.004308
0.696364		1.511111		0.004445
0.698788		1.511111		0.004586
0.701212		1.511111		0.004731
0.703636		1.511111		0.004880
0.706061		1.511111		0.005033
0.708485		1.511111		0.005190
0.710909		1.511111		0.005351
0.713333		1.511111		0.005517
0.715758		1.511111		0.005687
0.718182		1.511111		0.005861
0.720606		1.511111		0.006040
0.723030		1.511111		0.006224
0.725455		1.511111		0.006413
0.727879		1.511111		0.006606
0.730303		1.511111		0.006804
0.732727		1.511111		0.007008
0.735152		1.511111		0.007217
0.737576		1.511111		0.007431
0.740000		1.511111		0.007650
0.742424		1.511111		0.007875
0.744848		1.511111		0.008106
0.747273		1.511111		0.008342
0.749697		1.511111		0.008584
0.752121		1.511111		0.008832
0.754545		1.511111		0.009087
0.756970		1.511111		0.009348
0.759394		1.511111		0.009615
0.761818		1.511111		0.009888
0.764242		1.511111		0.010168
0.766667		1.511111		0.010455
0.769091		1.511111		0.010749
0.771515		1.511111		0.011050
0.773939		1.511111		0.011358
0.776364		1.511111		0.011674
0.778788		1.511111		0.011997
0.781212		1.511111		0.012327
0.783636		1.511111		0.012666
0.786061		1.511111		0.013012
0.788485		1.511111		0.013366
0.790909		1.511111		0.013728
0.793333		1.511111		0.014099
0.795758		1.511111		0.014479
0.798182		1.511111		0.014867
0.800606		1.511111		0.015264
0.803030		1.511111		0.015669
0.805455		1.511111		0.016085
0.807879		1.511111		0.016509
0.810303		1.511111		0.016943
0.812727		1.511111		0.017386
0.815152		1.511111		0.017840
0.817576		1.511111		0.018303
0.820000		1.511111		0.018777
0.580000		1.538586		0.000861
0.582424		1.538586		0.000895
0.584848		1.538586		0.000931
0.587273		1.538586		0.000968
0.589697		1.538586		0.001005
0.592121		1.538586		0.001045
0.594545		1.538586		0.001085
0.596970		1.538586		0.001127
0.599394		1.538586		0.001170
0.601818		1.538586		0.001215
0.604242		1.538586		0.001261
0.606667		1.538586		0.001309
0.609091		1.538586		0.001358
0.611515		1.538586		0.001409
0.613939		1.538586		0.001462
0.616364		1.538586		0.001516
0.618788		1.538586		0.001572
0.621212		1.538586		0.001630
0.623636		1.538586		0.001689
0.626061		1.538586		0.001750
0.628485		1.538586		0.001814
0.630909		1.538586		0.001879
0.633333		1.538586		0.001946
0.635758		1.538586		0.002016
0.638182		1.538586		0.002087
0.640606		1.538586		0.002161
0.643030		1.538586		0.002237
0.645455		1.538586		0.002315
0.647879		1.538586		0.002395
0.650303		1.538586		0.002478
0.652727		1.538586		0.002564
0.655152		1.538586		0.002652
0.657576		1.538586		0.002742
0.660000		1.538586		0.002836
0.662424		1.538586		0.002932
0.664848		1.538586		0.003030
0.667273		1.538586		0.003132
0.669697		1.538586		0.003236
0.672121		1.538586		0.003344
0.674545		1.538586		0.003454
0.676970		1.538586		0.003568
0.679394		1.538586		0.003685
0.681818		1.538586		0.003805
0.684242		1.538586		0.003929
0.686667		1.538586		0.004056
0.689091		1.538586		0.004186
0.691515		1.538586		0.004321
0.693939		1.538586		0.004458
0.696364		1.538586		0.004600
0.698788		1.538586		0.004745
0.701212		1.538586		0.004895
0.703636		1.538586		0.005048
0.706061		1.538586		0.005206
0.708485		1.538586		0.005368
0.710909		1.538586		0.005534
0.713333		1.538586		0.005704
0.715758		1.538586		0.005879
0.718182		1.538586		0.006059
0.720606		1.538586		0.006243
0.723030		1.538586		0.006432
0.725455		1.538586		0.006626
0.727879		1.538586		0.006825
0.730303		1.538586		0.007029
0.732727		1.538586		0.007238
0.735152		1.538586		0.007453
0.737576		1.538586		0.007673
0.740000		1.538586		0.007899
0.742424		1.538586		0.008130
0.744848		1.538586		0.008367
0.747273		1.538586		0.008610
0.749697		1.538586		0.008859
0.752121		1.538586		0.009114
0.754545		1.538586		0.009376
0.756970		1.538586		0.009643
0.759394		1.538586		0.009918
0.761818		1.538586		0.010199
0.764242		1.538586		0.010487
0.766667		1.538586		0.010781
0.769091		1.538586		0.011083
0.771515		1.538586		0.011392
0.773939		1.538586		0.011708
0.776364		1.538586		0.012032
0.778788		1.538586		0.012364
0.781212		1.538586		0.012703
0.783636		1.538586		0.013050
0.786061		1.538586		0.013405
0.788485		1.538586		0.013769
0.790909		1.538586		0.014140
0.793333		1.538586		0.014521
0.795758		1.538586		0.014910
0.798182		1.538586		0.015308
0.800606		1.538586		0.015715
0.803030		1.538586		0.016131
0.805455		1.538586		0.016556
0.807879		1.538586		0.016992
0.810303		1.538586		0.017436
0.812727		1.538586		0.017891
0.815152		1.538586		0.018356
0.817576		1.538586		0.018831
0.820000		1.538586		0.019316
0.580000		1.566061		0.000898
0.582424		1.566061		0.000933
0.584848		1.566061		0.000970
0.587273		1.566061		0.001008
0.589697		1.566061		0.001048
0.592121		1.566061		0.001088
0.594545		1.566061		0.001130
0.596970		1.566061		0.001174
0.599394		1.566061		0.001219
0.601818		1.566061		0.001265
0.604242		1.566061		0.001313
0.606667		1.566061		0.001362
0.609091		1.566061		0.001413
0.611515		1.566061		0.001466
0.613939		1.566061		0.001520
0.616364		1.566061		0.001577
0.618788		1.566061		0.001634
0.621212		1.566061		0.001694
0.623636		1.566061		0.001756
0.626061		1.566061		0.001819
0.628485		1.566061		0.001885
0.630909		1.566061		0.001952
0.633333		1.566061		0.002022
0.635758		1.566061		0.002094
0.638182		1.566061		0.002168
0.640606		1.566061		0.002244
0.643030		1.566061		0.002322
0.645455		1.566061		0.002403
0.647879		1.566061		0.002486
0.650303		1.566061		0.002572
0.652727		1.566061		0.002660
0.655152		1.566061		0.002751
0.657576		1.566061		0.002845
0.660000		1.566061		0.002941
0.662424		1.566061		0.003040
0.664848		1.566061		0.003142
0.667273		1.566061		0.003247
0.669697		1.566061		0.003355
0.672121		1.566061		0.003466
0.674545		1.566061		0.003580
0.676970		1.566061		0.003697
0.679394		1.566061		0.003818
0.681818		1.566061		0.003942
0.684242		1.566061		0.004069
0.686667		1.566061		0.004200
0.689091		1.566061		0.004335
0.691515		1.566061		0.004473
0.693939		1.566061		0.004615
0.696364		1.566061		0.004761
0.698788		1.566061		0.004911
0.701212		1.566061		0.005065
0.703636		1.566061		0.005223
0.706061		1.566061		0.005385
0.708485		1.566061		0.005552
0.710909		1.566061		0.005723
0.713333		1.566061		0.005898
0.715758		1.566061		0.006079
0.718182		1.566061		0.006263
0.720606		1.566061		0.006453
0.723030		1.566061		0.006648
0.725455		1.566061		0.006847
0.727879		1.566061		0.007052
0.730303		1.566061		0.007262
0.732727		1.566061		0.007477
0.735152		1.566061		0.007698
0.737576		1.566061		0.007924
0.740000		1.566061		0.008157
0.742424		1.566061		0.008394
0.744848		1.566061		0.008638
0.747273		1.566061		0.008888
0.749697		1.566061		0.009144
0.752121		1.566061		0.009406
0.754545		1.566061		0.009675
0.756970		1.566061		0.009950
0.759394		1.566061		0.010232
0.761818		1.566061		0.010520
0.764242		1.566061		0.010816
0.766667		1.566061		0.011119
0.769091		1.566061		0.011429
0.771515		1.566061		0.011746
0.773939		1.566061		0.012071
0.776364		1.566061		0.012403
0.778788		1.566061		0.012743
0.781212		1.566061		0.013092
0.783636		1.566061		0.013448
0.786061		1.566061		0.013812
0.788485		1.566061		0.014185
0.790909		1.566061		0.014567
0.793333		1.566061		0.014957
0.795758		1.566061		0.015356
0.798182		1.566061		0.015764
0.800606		1.566061		0.016182
0.803030		1.566061		0.016608
0.805455		1.566061		0.017045
0.807879		1.566061		0.017491
0.810303		1.566061		0.017947
0.812727		1.566061		0.018413
0.815152		1.566061		0.018889
0.817576		1.566061		0.019376
0.820000		1.566061		0.019873
0.580000		1.593535		0.000936
0.582424		1.593535		0.000973
0.584848		1.593535		0.001011
0.587273		1.593535		0.001051
0.589697		1.593535		0.001092
0.592121		1.593535		0.001134
0.594545		1.593535		0.001177
0.596970		1.593535		0.001223
0.599394		1.593535		0.001269
0.601818		1.593535		0.001317
0.604242		1.593535		0.001367
0.606667		1.593535		0.001418
0.609091		1.593535		0.001471
0.611515		1.593535		0.001525
0.613939		1.593535		0.001582
0.616364		1.593535		0.001640
0.618788		1.593535		0.001700
0.621212		1.593535		0.001762
0.623636		1.593535		0.001825
0.626061		1.593535		0.001891
0.628485		1.593535		0.001959
0.630909		1.593535		0.002029
0.633333		1.593535		0.002101
0.635758		1.593535		0.002175
0.638182		1.593535		0.002251
0.640606		1.593535		0.002330
0.643030		1.593535		0.002411
0.645455		1.593535		0.002495
0.647879		1.593535		0.002581
0.650303		1.593535		0.002669
0.652727		1.593535		0.002761
0.655152		1.593535		0.002854
0.657576		1.593535		0.002951
0.660000		1.593535		0.003050
0.662424		1.593535		0.003153
0.664848		1.593535		0.003258
0.667273		1.593535		0.003366
0.669697		1.593535		0.003478
0.672121		1.593535		0.003592
0.674545		1.593535		0.003710
0.676970		1.593535		0.003831
0.679394		1.593535		0.003955
0.681818		1.593535		0.004083
0.684242		1.593535		0.004215
0.686667		1.593535		0.004350
0.689091		1.593535		0.004489
0.691515		1.593535		0.004631
0.693939		1.593535		0.004778
0.696364		1.593535		0.004928
0.698788		1.593535		0.005083
0.701212		1.593535		0.005241
0.703636		1.593535		0.005404
0.706061		1.593535		0.005571
0.708485		1.593535		0.005743
0.710909		1.593535		0.005919
0.713333		1.593535		0.006100
0.715758		1.593535		0.006285
0.718182		1.593535		0.006476
0.720606		1.593535		0.006671
0.723030		1.593535		0.006871
0.725455		1.593535		0.007077
0.727879		1.593535		0.007288
0.730303		1.593535		0.007504
0.732727		1.593535		0.007725
0.735152		1.593535		0.007952
0.737576		1.593535		0.008185
0.740000		1.593535		0.008424
0.742424		1.593535		0.008668
0.744848		1.593535		0.008919
0.747273		1.593535		0.009176
0.749697		1.593535		0.009439
0.752121		1.593535		0.009708
0.754545		1.593535		0.009985
0.756970		1.593535		0.010267
0.759394		1.593535		0.010557
0.761818		1.593535		0.010854
0.764242		1.593535		0.011157
0.766667		1.593535		0.011468
0.769091		1.593535		0.011787
0.771515		1.593535		0.012113
0.773939		1.593535		0.012446
0.776364		1.593535		0.012787
0.778788		1.593535		0.013137
0.781212		1.593535		0.013494
0.783636		1.593535		0.013860
0.786061		1.593535		0.014234
0.788485		1.593535		0.014617
0.790909		1.593535		0.015008
0.793333		1.593535		0.015408
0.795758		1.593535		0.015818
0.798182		1.593535		0.016237
0.800606		1.593535		0.016665
0.803030		1.593535		0.017102
0.805455		1.593535		0.017550
0.807879		1.593535		0.018007
0.810303		1.593535		0.018474
0.812727		1.593535		0.018952
0.815152		1.593535		0.019440
0.817576		1.593535		0.019939
0.820000		1.593535		0.020449
0.580000		1.621010		0.000976
0.582424		1.621010		0.001015
0.584848		1.621010		0.001054
0.587273		1.621010		0.001095
0.589697		1.621010		0.001138
0.592121		1.621010		0.001181
0.594545		1.621010		0.001227
0.596970		1.621010		0.001273
0.599394		1.621010		0.001321
0.601818		1.621010		0.001371
0.604242		1.621010		0.001423
0.606667		1.621010		0.001476
0.609091		1.621010		0.001531
0.611515		1.621010		0.001587
0.613939		1.621010		0.001645
0.616364		1.621010		0.001706
0.618788		1.621010		0.001768
0.621212		1.621010		0.001832
0.623636		1.621010		0.001898
0.626061		1.621010		0.001966
0.628485		1.621010		0.002036
0.630909		1.621010		0.002108
0.633333		1.621010		0.002182
0.635758		1.621010		0.002259
0.638182		1.621010		0.002338
0.640606		1.621010		0.002420
0.643030		1.621010		0.002504
0.645455		1.621010		0.002590
0.647879		1.621010		0.002679
0.650303		1.621010		0.002770
0.652727		1.621010		0.002865
0.655152		1.621010		0.002962
0.657576		1.621010		0.003062
0.660000		1.621010		0.003164
0.662424		1.621010		0.003270
0.664848		1.621010		0.003379
0.667273		1.621010		0.003490
0.669697		1.621010		0.003605
0.672121		1.621010		0.003724
0.674545		1.621010		0.003845
0.676970		1.621010		0.003970
0.679394		1.621010		0.004098
0.681818		1.621010		0.004230
0.684242		1.621010		0.004366
0.686667		1.621010		0.004505
0.689091		1.621010		0.004648
0.691515		1.621010		0.004795
0.693939		1.621010		0.004946
0.696364		1.621010		0.005102
0.698788		1.621010		0.005261
0.701212		1.621010		0.005424
0.703636		1.621010		0.005592
0.706061		1.621010		0.005764
0.708485		1.621010		0.005941
0.710909		1.621010		0.006123
0.713333		1.621010		0.006309
0.715758		1.621010		0.006500
0.718182		1.621010		0.006696
0.720606		1.621010		0.006897
0.723030		1.621010		0.007103
0.725455		1.621010		0.007315
0.727879		1.621010		0.007532
0.730303		1.621010		0.007754
0.732727		1.621010		0.007982
0.735152		1.621010		0.008216
0.737576		1.621010		0.008455
0.740000		1.621010		0.008701
0.742424		1.621010		0.008952
0.744848		1.621010		0.009210
0.747273		1.621010		0.009474
0.749697		1.621010		0.009745
0.752121		1.621010		0.010022
0.754545		1.621010		0.010306
0.756970		1.621010		0.010596
0.759394		1.621010		0.010894
0.761818		1.621010		0.011199
0.764242		1.621010		0.011511
0.766667		1.621010		0.011830
0.769091		1.621010		0.012157
0.771515		1.621010		0.012492
0.773939		1.621010		0.012835
0.776364		1.621010		0.013185
0.778788		1.621010		0.013544
0.781212		1.621010		0.013911
0.783636		1.621010		0.014286
0.786061		1.621010		0.014670
0.788485		1.621010		0.015063
0.790909		1.621010		0.015465
0.793333		1.621010		0.015875
0.795758		1.621010		0.016296
0.798182		1.621010		0.016725
0.800606		1.621010		0.017164
0.803030		1.621010		0.017613
0.805455		1.621010		0.018072
0.807879		1.621010		0.018541
0.810303		1.621010		0.019020
0.812727		1.621010		0.019510
0.815152		1.621010		0.020011
0.817576		1.621010		0.020522
0.820000		1.621010		0.021045
0.580000		1.648485		0.001018
0.582424		1.648485		0.001058
0.584848		1.648485		0.001099
0.587273		1.648485		0.001141
0.589697		1.648485		0.001185
0.592121		1.648485		0.001231
0.594545		1.648485		0.001278
0.596970		1.648485		0.001326
0.599394		1.648485		0.001376
0.601818		1.648485		0.001428
0.604242		1.648485		0.001481
0.606667		1.648485		0.001536
0.609091		1.648485		0.001593
0.611515		1.648485		0.001651
0.613939		1.648485		0.001712
0.616364		1.648485		0.001774
0.618788		1.648485		0.001838
0.621212		1.648485		0.001905
0.623636		1.648485		0.001973
0.626061		1.648485		0.002043
0.628485		1.648485		0.002116
0.630909		1.648485		0.002191
0.633333		1.648485		0.002268
0.635758		1.648485		0.002347
0.638182		1.648485		0.002429
0.640606		1.648485		0.002513
0.643030		1.648485		0.002600
0.645455		1.648485		0.002689
0.647879		1.648485		0.002781
0.650303		1.648485		0.002876
0.652727		1.648485		0.002973
0.655152		1.648485		0.003073
0.657576		1.648485		0.003176
0.660000		1.648485		0.003283
0.662424		1.648485		0.003392
0.664848		1.648485		0.003504
0.667273		1.648485		0.003619
0.669697		1.648485		0.003738
0.672121		1.648485		0.003860
0.674545		1.648485		0.003985
0.676970		1.648485		0.004114
0.679394		1.648485		0.004247
0.681818		1.648485		0.004383
0.684242		1.648485		0.004523
0.686667		1.648485		0.004667
0.689091		1.648485		0.004814
0.691515		1.648485		0.004966
0.693939		1.648485		0.005122
0.696364		1.648485		0.005282
0.698788		1.648485		0.005446
0.701212		1.648485		0.005614
0.703636		1.648485		0.005787
0.706061		1.648485		0.005965
0.708485		1.648485		0.006147
0.710909		1.648485		0.006334
0.713333		1.648485		0.006526
0.715758		1.648485		0.006723
0.718182		1.648485		0.006924
0.720606		1.648485		0.007132
0.723030		1.648485		0.007344
0.725455		1.648485		0.007562
0.727879		1.648485		0.007785
0.730303		1.648485		0.008014
0.732727		1.648485		0.008248
0.735152		1.648485		0.008489
0.737576		1.648485		0.008735
0.740000		1.648485		0.008988
0.742424		1.648485		0.009246
0.744848		1.648485		0.009512
0.747273		1.648485		0.009783
0.749697		1.648485		0.010061
0.752121		1.648485		0.010346
0.754545		1.648485		0.010638
0.756970		1.648485		0.010937
0.759394		1.648485		0.011243
0.761818		1.648485		0.011556
0.764242		1.648485		0.011877
0.766667		1.648485		0.012205
0.769091		1.648485		0.012541
