T [fm^-1]		muB [fm^-1]		betaV_dfce [fm^-3]
0.630909		0.824242		0.000723
0.633333		0.824242		0.000753
0.635758		0.824242		0.000783
0.638182		0.824242		0.000815
0.640606		0.824242		0.000848
0.643030		0.824242		0.000882
0.645455		0.824242		0.000917
0.647879		0.824242		0.000953
0.650303		0.824242		0.000990
0.652727		0.824242		0.001029
0.655152		0.824242		0.001069
0.657576		0.824242		0.001111
0.660000		0.824242		0.001154
0.662424		0.824242		0.001198
0.664848		0.824242		0.001244
0.667273		0.824242		0.001291
0.669697		0.824242		0.001340
0.672121		0.824242		0.001390
0.674545		0.824242		0.001442
0.676970		0.824242		0.001496
0.679394		0.824242		0.001551
0.681818		0.824242		0.001609
0.684242		0.824242		0.001668
0.686667		0.824242		0.001729
0.689091		0.824242		0.001792
0.691515		0.824242		0.001857
0.693939		0.824242		0.001924
0.696364		0.824242		0.001993
0.698788		0.824242		0.002064
0.701212		0.824242		0.002137
0.703636		0.824242		0.002213
0.706061		0.824242		0.002290
0.708485		0.824242		0.002371
0.710909		0.824242		0.002453
0.713333		0.824242		0.002539
0.715758		0.824242		0.002626
0.718182		0.824242		0.002717
0.720606		0.824242		0.002810
0.723030		0.824242		0.002906
0.725455		0.824242		0.003004
0.727879		0.824242		0.003106
0.730303		0.824242		0.003210
0.732727		0.824242		0.003318
0.735152		0.824242		0.003428
0.737576		0.824242		0.003542
0.740000		0.824242		0.003659
0.742424		0.824242		0.003779
0.744848		0.824242		0.003903
0.747273		0.824242		0.004031
0.749697		0.824242		0.004161
0.752121		0.824242		0.004296
0.754545		0.824242		0.004434
0.756970		0.824242		0.004576
0.759394		0.824242		0.004722
0.761818		0.824242		0.004872
0.764242		0.824242		0.005026
0.766667		0.824242		0.005185
0.769091		0.824242		0.005347
0.771515		0.824242		0.005514
0.773939		0.824242		0.005686
0.776364		0.824242		0.005862
0.778788		0.824242		0.006042
0.781212		0.824242		0.006228
0.783636		0.824242		0.006418
0.786061		0.824242		0.006614
0.788485		0.824242		0.006814
0.790909		0.824242		0.007020
0.793333		0.824242		0.007231
0.795758		0.824242		0.007448
0.798182		0.824242		0.007670
0.800606		0.824242		0.007897
0.803030		0.824242		0.008131
0.805455		0.824242		0.008370
0.807879		0.824242		0.008616
0.810303		0.824242		0.008868
0.812727		0.824242		0.009126
0.815152		0.824242		0.009390
0.817576		0.824242		0.009661
0.820000		0.824242		0.009939
0.580000		0.851717		0.000308
0.582424		0.851717		0.000322
0.584848		0.851717		0.000337
0.587273		0.851717		0.000352
0.589697		0.851717		0.000368
0.592121		0.851717		0.000384
0.594545		0.851717		0.000401
0.596970		0.851717		0.000419
0.599394		0.851717		0.000437
0.601818		0.851717		0.000456
0.604242		0.851717		0.000476
0.606667		0.851717		0.000497
0.609091		0.851717		0.000518
0.611515		0.851717		0.000540
0.613939		0.851717		0.000563
0.616364		0.851717		0.000587
0.618788		0.851717		0.000611
0.621212		0.851717		0.000637
0.623636		0.851717		0.000663
0.626061		0.851717		0.000690
0.628485		0.851717		0.000719
0.630909		0.851717		0.000748
0.633333		0.851717		0.000778
0.635758		0.851717		0.000810
0.638182		0.851717		0.000842
0.640606		0.851717		0.000876
0.643030		0.851717		0.000911
0.645455		0.851717		0.000947
0.647879		0.851717		0.000984
0.650303		0.851717		0.001023
0.652727		0.851717		0.001063
0.655152		0.851717		0.001104
0.657576		0.851717		0.001147
0.660000		0.851717		0.001191
0.662424		0.851717		0.001236
0.664848		0.851717		0.001283
0.667273		0.851717		0.001331
0.669697		0.851717		0.001382
0.672121		0.851717		0.001433
0.674545		0.851717		0.001487
0.676970		0.851717		0.001542
0.679394		0.851717		0.001599
0.681818		0.851717		0.001657
0.684242		0.851717		0.001718
0.686667		0.851717		0.001781
0.689091		0.851717		0.001845
0.691515		0.851717		0.001912
0.693939		0.851717		0.001980
0.696364		0.851717		0.002051
0.698788		0.851717		0.002124
0.701212		0.851717		0.002199
0.703636		0.851717		0.002276
0.706061		0.851717		0.002356
0.708485		0.851717		0.002438
0.710909		0.851717		0.002523
0.713333		0.851717		0.002610
0.715758		0.851717		0.002700
0.718182		0.851717		0.002792
0.720606		0.851717		0.002887
0.723030		0.851717		0.002985
0.725455		0.851717		0.003086
0.727879		0.851717		0.003190
0.730303		0.851717		0.003297
0.732727		0.851717		0.003406
0.735152		0.851717		0.003519
0.737576		0.851717		0.003636
0.740000		0.851717		0.003755
0.742424		0.851717		0.003878
0.744848		0.851717		0.004005
0.747273		0.851717		0.004135
0.749697		0.851717		0.004268
0.752121		0.851717		0.004406
0.754545		0.851717		0.004547
0.756970		0.851717		0.004692
0.759394		0.851717		0.004841
0.761818		0.851717		0.004994
0.764242		0.851717		0.005151
0.766667		0.851717		0.005313
0.769091		0.851717		0.005479
0.771515		0.851717		0.005649
0.773939		0.851717		0.005824
0.776364		0.851717		0.006003
0.778788		0.851717		0.006188
0.781212		0.851717		0.006377
0.783636		0.851717		0.006571
0.786061		0.851717		0.006770
0.788485		0.851717		0.006975
0.790909		0.851717		0.007184
0.793333		0.851717		0.007399
0.795758		0.851717		0.007620
0.798182		0.851717		0.007846
0.800606		0.851717		0.008078
0.803030		0.851717		0.008316
0.805455		0.851717		0.008560
0.807879		0.851717		0.008810
0.810303		0.851717		0.009066
0.812727		0.851717		0.009329
0.815152		0.851717		0.009598
0.817576		0.851717		0.009874
0.820000		0.851717		0.010157
0.580000		0.879192		0.000320
0.582424		0.879192		0.000335
0.584848		0.879192		0.000350
0.587273		0.879192		0.000366
0.589697		0.879192		0.000382
0.592121		0.879192		0.000399
0.594545		0.879192		0.000417
0.596970		0.879192		0.000435
0.599394		0.879192		0.000454
0.601818		0.879192		0.000474
0.604242		0.879192		0.000494
0.606667		0.879192		0.000515
0.609091		0.879192		0.000537
0.611515		0.879192		0.000560
0.613939		0.879192		0.000583
0.616364		0.879192		0.000608
0.618788		0.879192		0.000633
0.621212		0.879192		0.000659
0.623636		0.879192		0.000687
0.626061		0.879192		0.000715
0.628485		0.879192		0.000744
0.630909		0.879192		0.000774
0.633333		0.879192		0.000805
0.635758		0.879192		0.000838
0.638182		0.879192		0.000871
0.640606		0.879192		0.000906
0.643030		0.879192		0.000942
0.645455		0.879192		0.000979
0.647879		0.879192		0.001017
0.650303		0.879192		0.001057
0.652727		0.879192		0.001098
0.655152		0.879192		0.001140
0.657576		0.879192		0.001184
0.660000		0.879192		0.001229
0.662424		0.879192		0.001276
0.664848		0.879192		0.001324
0.667273		0.879192		0.001374
0.669697		0.879192		0.001425
0.672121		0.879192		0.001478
0.674545		0.879192		0.001533
0.676970		0.879192		0.001590
0.679394		0.879192		0.001648
0.681818		0.879192		0.001708
0.684242		0.879192		0.001771
0.686667		0.879192		0.001835
0.689091		0.879192		0.001901
0.691515		0.879192		0.001969
0.693939		0.879192		0.002039
0.696364		0.879192		0.002112
0.698788		0.879192		0.002186
0.701212		0.879192		0.002263
0.703636		0.879192		0.002342
0.706061		0.879192		0.002424
0.708485		0.879192		0.002508
0.710909		0.879192		0.002595
0.713333		0.879192		0.002684
0.715758		0.879192		0.002776
0.718182		0.879192		0.002871
0.720606		0.879192		0.002968
0.723030		0.879192		0.003068
0.725455		0.879192		0.003171
0.727879		0.879192		0.003278
0.730303		0.879192		0.003387
0.732727		0.879192		0.003499
0.735152		0.879192		0.003615
0.737576		0.879192		0.003734
0.740000		0.879192		0.003856
0.742424		0.879192		0.003981
0.744848		0.879192		0.004111
0.747273		0.879192		0.004243
0.749697		0.879192		0.004380
0.752121		0.879192		0.004520
0.754545		0.879192		0.004664
0.756970		0.879192		0.004813
0.759394		0.879192		0.004965
0.761818		0.879192		0.005121
0.764242		0.879192		0.005282
0.766667		0.879192		0.005446
0.769091		0.879192		0.005616
0.771515		0.879192		0.005790
0.773939		0.879192		0.005968
0.776364		0.879192		0.006151
0.778788		0.879192		0.006339
0.781212		0.879192		0.006532
0.783636		0.879192		0.006730
0.786061		0.879192		0.006933
0.788485		0.879192		0.007142
0.790909		0.879192		0.007356
0.793333		0.879192		0.007575
0.795758		0.879192		0.007800
0.798182		0.879192		0.008030
0.800606		0.879192		0.008267
0.803030		0.879192		0.008509
0.805455		0.879192		0.008758
0.807879		0.879192		0.009012
0.810303		0.879192		0.009273
0.812727		0.879192		0.009541
0.815152		0.879192		0.009815
0.817576		0.879192		0.010096
0.820000		0.879192		0.010384
0.580000		0.906667		0.000333
0.582424		0.906667		0.000348
0.584848		0.906667		0.000364
0.587273		0.906667		0.000380
0.589697		0.906667		0.000397
0.592121		0.906667		0.000415
0.594545		0.906667		0.000433
0.596970		0.906667		0.000452
0.599394		0.906667		0.000471
0.601818		0.906667		0.000492
0.604242		0.906667		0.000513
0.606667		0.906667		0.000534
0.609091		0.906667		0.000557
0.611515		0.906667		0.000581
0.613939		0.906667		0.000605
0.616364		0.906667		0.000630
0.618788		0.906667		0.000656
0.621212		0.906667		0.000683
0.623636		0.906667		0.000711
0.626061		0.906667		0.000740
0.628485		0.906667		0.000770
0.630909		0.906667		0.000802
0.633333		0.906667		0.000834
0.635758		0.906667		0.000867
0.638182		0.906667		0.000902
0.640606		0.906667		0.000937
0.643030		0.906667		0.000974
0.645455		0.906667		0.001012
0.647879		0.906667		0.001052
0.650303		0.906667		0.001092
0.652727		0.906667		0.001135
0.655152		0.906667		0.001178
0.657576		0.906667		0.001223
0.660000		0.906667		0.001269
0.662424		0.906667		0.001317
0.664848		0.906667		0.001367
0.667273		0.906667		0.001418
0.669697		0.906667		0.001471
0.672121		0.906667		0.001525
0.674545		0.906667		0.001582
0.676970		0.906667		0.001640
0.679394		0.906667		0.001700
0.681818		0.906667		0.001762
0.684242		0.906667		0.001825
0.686667		0.906667		0.001891
0.689091		0.906667		0.001959
0.691515		0.906667		0.002029
0.693939		0.906667		0.002101
0.696364		0.906667		0.002175
0.698788		0.906667		0.002252
0.701212		0.906667		0.002330
0.703636		0.906667		0.002412
0.706061		0.906667		0.002495
0.708485		0.906667		0.002581
0.710909		0.906667		0.002670
0.713333		0.906667		0.002762
0.715758		0.906667		0.002856
0.718182		0.906667		0.002953
0.720606		0.906667		0.003052
0.723030		0.906667		0.003155
0.725455		0.906667		0.003260
0.727879		0.906667		0.003369
0.730303		0.906667		0.003481
0.732727		0.906667		0.003596
0.735152		0.906667		0.003714
0.737576		0.906667		0.003835
0.740000		0.906667		0.003960
0.742424		0.906667		0.004089
0.744848		0.906667		0.004221
0.747273		0.906667		0.004357
0.749697		0.906667		0.004496
0.752121		0.906667		0.004640
0.754545		0.906667		0.004787
0.756970		0.906667		0.004938
0.759394		0.906667		0.005094
0.761818		0.906667		0.005253
0.764242		0.906667		0.005417
0.766667		0.906667		0.005586
0.769091		0.906667		0.005759
0.771515		0.906667		0.005936
0.773939		0.906667		0.006118
0.776364		0.906667		0.006305
0.778788		0.906667		0.006497
0.781212		0.906667		0.006694
0.783636		0.906667		0.006896
0.786061		0.906667		0.007103
0.788485		0.906667		0.007316
0.790909		0.906667		0.007534
0.793333		0.906667		0.007758
0.795758		0.906667		0.007987
0.798182		0.906667		0.008222
0.800606		0.906667		0.008463
0.803030		0.906667		0.008710
0.805455		0.906667		0.008964
0.807879		0.906667		0.009223
0.810303		0.906667		0.009489
0.812727		0.906667		0.009762
0.815152		0.906667		0.010041
0.817576		0.906667		0.010327
0.820000		0.906667		0.010621
0.580000		0.934141		0.000347
0.582424		0.934141		0.000362
0.584848		0.934141		0.000379
0.587273		0.934141		0.000395
0.589697		0.934141		0.000413
0.592121		0.934141		0.000431
0.594545		0.934141		0.000450
0.596970		0.934141		0.000469
0.599394		0.934141		0.000489
0.601818		0.934141		0.000510
0.604242		0.934141		0.000532
0.606667		0.934141		0.000555
0.609091		0.934141		0.000578
0.611515		0.934141		0.000602
0.613939		0.934141		0.000627
0.616364		0.934141		0.000653
0.618788		0.934141		0.000680
0.621212		0.934141		0.000708
0.623636		0.934141		0.000737
0.626061		0.934141		0.000767
0.628485		0.934141		0.000798
0.630909		0.934141		0.000830
0.633333		0.934141		0.000863
0.635758		0.934141		0.000898
0.638182		0.934141		0.000933
0.640606		0.934141		0.000970
0.643030		0.934141		0.001008
0.645455		0.934141		0.001047
0.647879		0.934141		0.001088
0.650303		0.934141		0.001129
0.652727		0.934141		0.001173
0.655152		0.934141		0.001218
0.657576		0.934141		0.001264
0.660000		0.934141		0.001312
0.662424		0.934141		0.001361
0.664848		0.934141		0.001412
0.667273		0.934141		0.001464
0.669697		0.934141		0.001519
0.672121		0.934141		0.001575
0.674545		0.934141		0.001632
0.676970		0.934141		0.001692
0.679394		0.934141		0.001754
0.681818		0.934141		0.001817
0.684242		0.934141		0.001882
0.686667		0.934141		0.001950
0.689091		0.934141		0.002019
0.691515		0.934141		0.002091
0.693939		0.934141		0.002165
0.696364		0.934141		0.002241
0.698788		0.934141		0.002320
0.701212		0.934141		0.002400
0.703636		0.934141		0.002484
0.706061		0.934141		0.002570
0.708485		0.934141		0.002658
0.710909		0.934141		0.002749
0.713333		0.934141		0.002842
0.715758		0.934141		0.002939
0.718182		0.934141		0.003038
0.720606		0.934141		0.003140
0.723030		0.934141		0.003245
0.725455		0.934141		0.003353
0.727879		0.934141		0.003464
0.730303		0.934141		0.003579
0.732727		0.934141		0.003696
0.735152		0.934141		0.003817
0.737576		0.934141		0.003942
0.740000		0.934141		0.004070
0.742424		0.934141		0.004201
0.744848		0.934141		0.004336
0.747273		0.934141		0.004475
0.749697		0.934141		0.004618
0.752121		0.934141		0.004764
0.754545		0.934141		0.004915
0.756970		0.934141		0.005069
0.759394		0.934141		0.005228
0.761818		0.934141		0.005391
0.764242		0.934141		0.005559
0.766667		0.934141		0.005731
0.769091		0.934141		0.005907
0.771515		0.934141		0.006089
0.773939		0.934141		0.006275
0.776364		0.934141		0.006466
0.778788		0.934141		0.006661
0.781212		0.934141		0.006862
0.783636		0.934141		0.007069
0.786061		0.934141		0.007280
0.788485		0.934141		0.007497
0.790909		0.934141		0.007720
0.793333		0.934141		0.007948
0.795758		0.934141		0.008182
0.798182		0.934141		0.008422
0.800606		0.934141		0.008667
0.803030		0.934141		0.008919
0.805455		0.934141		0.009178
0.807879		0.934141		0.009443
0.810303		0.934141		0.009714
0.812727		0.934141		0.009992
0.815152		0.934141		0.010276
0.817576		0.934141		0.010568
0.820000		0.934141		0.010867
0.580000		0.961616		0.000361
0.582424		0.961616		0.000377
0.584848		0.961616		0.000394
0.587273		0.961616		0.000411
0.589697		0.961616		0.000429
0.592121		0.961616		0.000448
0.594545		0.961616		0.000467
0.596970		0.961616		0.000488
0.599394		0.961616		0.000508
0.601818		0.961616		0.000530
0.604242		0.961616		0.000553
0.606667		0.961616		0.000576
0.609091		0.961616		0.000600
0.611515		0.961616		0.000625
0.613939		0.961616		0.000651
0.616364		0.961616		0.000678
0.618788		0.961616		0.000706
0.621212		0.961616		0.000734
0.623636		0.961616		0.000764
0.626061		0.961616		0.000795
0.628485		0.961616		0.000827
0.630909		0.961616		0.000860
0.633333		0.961616		0.000894
0.635758		0.961616		0.000930
0.638182		0.961616		0.000966
0.640606		0.961616		0.001004
0.643030		0.961616		0.001043
0.645455		0.961616		0.001083
0.647879		0.961616		0.001125
0.650303		0.961616		0.001168
0.652727		0.961616		0.001213
0.655152		0.961616		0.001259
0.657576		0.961616		0.001306
0.660000		0.961616		0.001356
0.662424		0.961616		0.001406
0.664848		0.961616		0.001459
0.667273		0.961616		0.001513
0.669697		0.961616		0.001568
0.672121		0.961616		0.001626
0.674545		0.961616		0.001685
0.676970		0.961616		0.001747
0.679394		0.961616		0.001810
0.681818		0.961616		0.001875
0.684242		0.961616		0.001942
0.686667		0.961616		0.002011
0.689091		0.961616		0.002083
0.691515		0.961616		0.002156
0.693939		0.961616		0.002232
0.696364		0.961616		0.002310
0.698788		0.961616		0.002391
0.701212		0.961616		0.002474
0.703636		0.961616		0.002559
0.706061		0.961616		0.002647
0.708485		0.961616		0.002737
0.710909		0.961616		0.002831
0.713333		0.961616		0.002927
0.715758		0.961616		0.003025
0.718182		0.961616		0.003127
0.720606		0.961616		0.003232
0.723030		0.961616		0.003339
0.725455		0.961616		0.003450
0.727879		0.961616		0.003564
0.730303		0.961616		0.003681
0.732727		0.961616		0.003801
0.735152		0.961616		0.003925
0.737576		0.961616		0.004052
0.740000		0.961616		0.004183
0.742424		0.961616		0.004318
0.744848		0.961616		0.004456
0.747273		0.961616		0.004598
0.749697		0.961616		0.004744
0.752121		0.961616		0.004894
0.754545		0.961616		0.005048
0.756970		0.961616		0.005206
0.759394		0.961616		0.005368
0.761818		0.961616		0.005535
0.764242		0.961616		0.005706
0.766667		0.961616		0.005882
0.769091		0.961616		0.006062
0.771515		0.961616		0.006247
0.773939		0.961616		0.006438
0.776364		0.961616		0.006633
0.778788		0.961616		0.006833
0.781212		0.961616		0.007038
0.783636		0.961616		0.007248
0.786061		0.961616		0.007464
0.788485		0.961616		0.007686
0.790909		0.961616		0.007913
0.793333		0.961616		0.008146
0.795758		0.961616		0.008384
0.798182		0.961616		0.008629
0.800606		0.961616		0.008880
0.803030		0.961616		0.009137
0.805455		0.961616		0.009401
0.807879		0.961616		0.009671
0.810303		0.961616		0.009947
0.812727		0.961616		0.010231
0.815152		0.961616		0.010521
0.817576		0.961616		0.010818
0.820000		0.961616		0.011123
0.580000		0.989091		0.000376
0.582424		0.989091		0.000393
0.584848		0.989091		0.000410
0.587273		0.989091		0.000428
0.589697		0.989091		0.000447
0.592121		0.989091		0.000466
0.594545		0.989091		0.000486
0.596970		0.989091		0.000507
0.599394		0.989091		0.000528
0.601818		0.989091		0.000551
0.604242		0.989091		0.000574
0.606667		0.989091		0.000598
0.609091		0.989091		0.000623
0.611515		0.989091		0.000649
0.613939		0.989091		0.000676
0.616364		0.989091		0.000703
0.618788		0.989091		0.000732
0.621212		0.989091		0.000762
0.623636		0.989091		0.000792
0.626061		0.989091		0.000824
0.628485		0.989091		0.000857
0.630909		0.989091		0.000891
0.633333		0.989091		0.000926
0.635758		0.989091		0.000963
0.638182		0.989091		0.001000
0.640606		0.989091		0.001039
0.643030		0.989091		0.001080
0.645455		0.989091		0.001121
0.647879		0.989091		0.001164
0.650303		0.989091		0.001209
0.652727		0.989091		0.001255
0.655152		0.989091		0.001302
0.657576		0.989091		0.001351
0.660000		0.989091		0.001401
0.662424		0.989091		0.001454
0.664848		0.989091		0.001507
0.667273		0.989091		0.001563
0.669697		0.989091		0.001620
0.672121		0.989091		0.001679
0.674545		0.989091		0.001740
0.676970		0.989091		0.001803
0.679394		0.989091		0.001868
