 2.19780045e+02	 2.18692620e+02	 2.10848030e+02	 1.83269535e+02	 1.36906229e+02	 8.92991306e+01	 5.23374693e+01	 2.80027228e+01	 1.36998520e+01	 6.07331991e+00	 2.39707317e+00	 8.19390397e-01	 2.31933960e-01	 4.99624934e-02	 6.60893814e-03	
 2.19784776e+02	 2.18722082e+02	 2.10913745e+02	 1.83324867e+02	 1.36906969e+02	 8.92545693e+01	 5.22750816e+01	 2.79444752e+01	 1.36568440e+01	 6.04708357e+00	 2.38371017e+00	 8.13752370e-01	 2.30020517e-01	 4.94758421e-02	 6.53285704e-03	
 2.19789255e+02	 2.18749226e+02	 2.10975617e+02	 1.83389342e+02	 1.36937986e+02	 8.92513989e+01	 5.22530708e+01	 2.79185558e+01	 1.36359071e+01	 6.03373423e+00	 2.37671774e+00	 8.10729447e-01	 2.28967369e-01	 4.91998007e-02	 6.48816638e-03	
 2.19793355e+02	 2.18773359e+02	 2.11031415e+02	 1.83456944e+02	 1.36989410e+02	 8.92787189e+01	 5.22619159e+01	 2.79178599e+01	 1.36324200e+01	 6.03067452e+00	 2.37485993e+00	 8.09837226e-01	 2.28624572e-01	 4.91005526e-02	 6.47036764e-03	
 2.19796981e+02	 2.18794102e+02	 2.11079705e+02	 1.83522125e+02	 1.37050722e+02	 8.93241327e+01	 5.22903484e+01	 2.79337217e+01	 1.36406000e+01	 6.03456958e+00	 2.37649928e+00	 8.10405904e-01	 2.28771904e-01	 4.91239451e-02	 6.47126502e-03	
 2.19800076e+02	 2.18811315e+02	 2.11119792e+02	 1.83580590e+02	 1.37112797e+02	 8.93764202e+01	 5.23279275e+01	 2.79579862e+01	 1.36549442e+01	 6.04221696e+00	 2.38004976e+00	 8.11781191e-01	 2.29192617e-01	 4.92164547e-02	 6.48279354e-03	
 2.19802601e+02	 2.18825014e+02	 2.11151554e+02	 1.83629527e+02	 1.37168839e+02	 8.94268754e+01	 5.23663870e+01	 2.79841223e+01	 1.36710174e+01	 6.05102709e+00	 2.38422688e+00	 8.13433127e-01	 2.29711538e-01	 4.93351233e-02	 6.49859322e-03	
 2.19804540e+02	 2.18835303e+02	 2.11175242e+02	 1.83667431e+02	 1.37214422e+02	 8.94695393e+01	 5.23999387e+01	 2.80075008e+01	 1.36856568e+01	 6.05914873e+00	 2.38811177e+00	 8.14982663e-01	 2.30203488e-01	 4.94493283e-02	 6.51416197e-03	
 2.19805884e+02	 2.18842316e+02	 2.11191262e+02	 1.83693710e+02	 1.37247030e+02	 8.95007805e+01	 5.24249507e+01	 2.80251705e+01	 1.36968290e+01	 6.06538654e+00	 2.39110950e+00	 8.16183749e-01	 2.30586941e-01	 4.95390399e-02	 6.52653809e-03	
 2.19806631e+02	 2.18846170e+02	 2.11200016e+02	 1.83708276e+02	 1.37265437e+02	 8.95186508e+01	 5.24393990e+01	 2.80354537e+01	 1.37033647e+01	 6.06904806e+00	 2.39287358e+00	 8.16892299e-01	 2.30813836e-01	 4.95923458e-02	 6.53393835e-03	
